Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Korean	1	Constructed by native speaker linguist	Eomeoniga banjugeul kichintaweollo deopeusyeotta.	어머니가 반죽을 키친타월로 덮으셨다.	eomeoni-ga banjug-eul kichintaweol-ro deop-eusi-eoss-da	mother-NOM dough-ACC kitchen_towel-INSTR cover-HON-PST-DECL	Mother covered the dough with a kitchen towel.
Korean	2	Constructed by native speaker linguist	Eomeoniga ttareul ibureul deopkke hasyeotta.	어머니가 딸을 이불을 덮게 하셨다.	eomeoni-ga ttal-eul ibul-eul deop-ge ha-si-eoss-da	mother-NOM daughter-ACC blanket-ACC cover-CONV do-HON-PST-DECL	The mother made the daughter cover herself with the blanket.
Korean	3	Constructed by native speaker linguist	Hyeongi janeul mullo chaewotta.	형이 잔을 물로 채웠다.	hyeong-i jan-eul mul-ro chae-u-eoss-da	older_brother-NOM glass-ACC water-INSTR get_full-CAUS-PST-DECL	My older brother filled the water into his glass.
Korean	4	Constructed by native speaker linguist	Hyeongi naege janeul chaewo jwotta.	형이 나에게 잔을 채워줬다.	hyeong-i na-ege jan-eul chae-u-eo ju-eoss-da	older_brother-NOM I-DAT glass-ACC get_full-CAUS-CONV give-PST-DECL	My older brother filled a glass for me.
Korean	5	Constructed by native speaker linguist	Hyeongi jimeul chae sireotta.	형이 짐을 차에 실었다.	hyeong-i jim-eul cha-e sid-eoss-da	older_brother-NOM luggage-ACC car-LOC load-PST-DECL	My brother loaded the luggage on the car.
Korean	6	Constructed by native speaker linguist	Gunini mareul namue mukkeotta.	군인이 말을 나무에 묶었다.	gunin-i mal-eul namu-e mukk-eoss-da	soldier-NOM horse-ACC tree-LOC tie-PST-DECL	The soldier tied the horse to a tree.
Korean	7	Naturalistic written	Aideuri gajideureul seoroseoro mukkeo noatta.	아이들이 가지들을 서로서로 묶어 놓았다.	ai-deul-i gaji-deul-eul seoroseoro mukk-eo noh-ass-da	child-PL-NOM branch-PL-ACC one_another tie-CONV put-PST-DECL	The children tied the branches to one another.
Korean	8	Constructed by native speaker linguist	Biga watta.	비가 왔다.	bi-ga o-ass-da	rain-NOM come-PST-DECL	It has rained.
Korean	9	Constructed by native speaker linguist	Ttangi mallatta.	땅이 말랐다.	ttang-i mareu-ass-da	ground-NOM dry-PST-DECL	The ground has dried.
Korean	10	Constructed by native speaker linguist	Jibi bure tago itta.	집이 타고 있다.	jib-i bul-e ta-go iss-da	house-NOM fire-LOC burn-CONV be-DECL	The house is burning on fire.
Korean	11	Constructed by native speaker linguist	Baega garaanjatta.	배가 가라앉았다.	bae-ga garaanj-ass-da	boat-NOM sink-PST-DECL	A ship has sunk.
Korean	12	Constructed by native speaker linguist	Gongi gulleotta.	공이 굴렀다.	gong-i gureu-eoss-da	ball-NOM roll-PST-DECL	A ball rolled/was rolling.
Korean	13	Constructed by native speaker linguist	Gongi gil araero gulleo gatta.	공이 길 아래로 굴러 갔다.	gong-i gil arae-ro gureu-eo ga-ss-da	ball-NOM road downside-DIR roll-CONV go-PST-DECL	The ball rolled down (along) the street.
Korean	14	Constructed by native speaker linguist	I namjaneun sanyangkkun ida.	이 남자는 사냥군이다.	i namja-neun sanyanggun i-da	this man-TOP hunter be-DECL	This man is a hunter.
Korean	15	Naturalistic spoken	Na baegopa.	나 배곺아.	na baegop-a	I be_hungry-PRS	I am hungry.
Korean	16	Naturalistic spoken	Na seulpeo.	나 슬퍼.	na seulp-eo	I be_sad-PLAIN	I am sad.
Korean	17	Naturalistic spoken	Nan ireon yaegiga neomu seulpeo.	난 이런 얘기가 너무 슬퍼.	na-n ireon yaegi-ga neomu seulp-eo	I-TOP such story-NOM too be_sad-PLAIN	Such stories are too sad for me.
Korean	18	Naturalistic spoken	Na ireon yaegineun neomu seulpeo.	나 이런 얘기는 너무 슬퍼.	na ireon yaegi-neun neomu seulp-eo	I such stories-FOC too sad-PLAIN	Such stories are too sad for me. / Such stories are so sad.
Korean	19	Constructed by native speaker linguist	Nae gangajiga jugeotta.	내 강아지가 죽었다.	nae gangaji-ga jug-eoss-da	my dog-NOM die-PST-DECL	My dog is dead. / My dog died.
Korean	20	Constructed by native speaker linguist	Na chuwo.	나 추워.	na chub-eo	I be_cold-PRS	I am cold.
Korean	21	Naturalistic spoken	Na pal apa.	나 팔 아파.	na pal=apeu-a	I arm=hurt-PLAIN	My arm hurts.
