Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Balinese	1		Anake muani cenik ento ngajeng buahe ento.		anak=e muani cenik ento ngajeng buah=e ento	person=DEF male small that eat fruit=DEF that	The boy ate the fruit.
Balinese	2		Memenne ngelut panakne cenik muani ento.		memen=ne ngelut panak=ne cenik muani ento	mother=DEF hug child=3POSS small male that	The mother hugged her little boy.
Balinese	3		Anake cenik muani ento nlektekang anake luh ento.		anak=e cenik muani ento nlektekang anak=e luh ento	person=DEF small male that look_at person=DEF female that	The boy looked at the girl.
Balinese	4		Anake muani ento nepukin beruange ento.		anak=e muani ento nepukin beruang=e ento	person=DEF male that see bear=DEF that	The man saw the bear.
Balinese	5		Beruange ento ngadekin anake cenik muani ento.		beruang=e ento ngadekin anak=e cenik muani ento	bear=DEF that smell person=DEF small male that	The bear smelled the boy.
Balinese	6		Anakemuani ento nakutin beruange ento.		anak=e muani ento nakutin beruang=e ento	person=DEF male that fear bear=DEF that	The man feared the bear.
Balinese	7		Beruange ento nakutin anake muani ento.		beruang=e ento nakutin anak=e muani ento	bear=DEF that frighten person=DEF male that	The bear frightened the man.
Balinese	8		Anake muani cenik ento nemenin bonekane anyar.		anak=e muani cenik ento nemenin boneka=ne anyar	person=DEF male small that like toy=3POSS new	The boy liked his new toy.
Balinese	9		Anake luh ento nawang anake cenik muani ento.		anak=e luh ento nawang anak=e cenik muani ento	person=DEF female that know person=DEF small male that	The girl knew the boy.
Balinese	10		Anake luh ento ngenehang dadongne ibi.		anak=e luh ento ngenehang dadong=ne ibi	person=DEF female that think.about grandmother=3POSS yesterday	The girl thought about her grandmother yesterday.
Balinese	11		Anakemuani ento ngalihin anake luh ento.		anak=e muani ento ngalihin anak=e luh ento	person=DEF male that search.for person=DEF female that	The man searched for the woman.
Balinese	12		Memenne ngayehang rarene.		memen=ne ngayehang rare=ne	mother=DEF wash baby=3POSS	The mother washed her baby.
Balinese	13		Memenne majunin panakne luh.		memen=ne majunin panak=ne luh	mother=DEF dress child=3POSS female	The mother dressed her daughter.
Balinese	14		Anake muani ento nguris jenggotne.		anak=e muani ento nguris jenggot=ne	person=DEF male that shave beard=3POSS	The man shaved his beard.
Balinese	15		Ketut nulungin anake muani cenikcenik ento.		Ketut nulungin anak=e muani cenik-cenik ento	Ketut help person=DEF male small-small that	Ketut helped the boys.
Balinese	16		Anake muani cenikcenik ento ngikutin anak luh ento.		anak=e muani cenik-cenik ento ngikutin anak=e luh ento	person=DEF male small-small that follow person=DEF female that	The boys followed the girl.
Balinese	17		Anake muani ento matemu teken anake cenik muani ento.		anak=e muani ento matemu teken anak=e cenik muani ento	person=DEF male that meet with person=DEF small male that	The man met the boy.
Balinese	18		Anake luh ento ngomongin anak muani cenik ento unduk cicingne.		anak=e luh ento ngomongin anak muani cenik ento unduk cicing=ne	person=DEF female that talk.to person male small that about dog=3POSS	The girl talked to the boy about her dog.
Balinese	19		Anake muani cenik ento nagihin reramanne pipis.		anak=e muani cenik ento nagihin reraman=ne pipis	person=DEF male small that ask_for parents=3POSS money	The boy asked his parents for money.
Balinese	20		Anake luh ento ngerakin anake cenik cenik ento.		anak=e luh ento ngerakin anak=e cenik cenik ento	person=DEF female that shout_at person=DEF small small that	The woman shouted at the children.
Balinese	21		Anake luh ento ngorahin anake cenik muani ento satua lucu.		anak=e luh ento ngorahin anak=e cenik muani ento satua lucu	person=DEF female that tell person=DEF small male that story funny	The girl told the boy a funny story.
Balinese	22		Ia makejang ngorahang 'sing' teken tiang.		ia makejang ngorahang 'sing' teken tiang	he/she all say "no" with I	They said "no" to me."
Balinese	23		Reramanne ngelunin rarene Anna.		reraman=ne ngelunin rare=ne Anna	parents=DEF call baby=DEF Anna	The parents called the baby Anna.
Balinese	24		Anake muani muani ento mangunang umah aji kayu.		anak=e muani muani ento mangunang umah aji kayu	person=DEF male male that build house with wood	The men built a house out of wood.
Balinese	25		Anak muani cenik ento melahang jendelene aji batu.		anak=e muani cenik ento melahang jendele=ne aji batu	person=DEF male small that break window=DEF with stone	The boy broke the window with a stone.
Balinese	26		Anake muani ento ngematiang musuhne aji keris.		anak=e muani ento ngematiang musuh=ne aji keris	person=DEF male that kill enemy=3POSS with kris	The man killed his enemy with a 'kris'.
Balinese	27		Anake muani cenik ento nglempagin lelipine ento aji tungked.		anak=e muani cenik ento nglempagin lelipi=ne ento aji tungked	person=DEF male small that beat snake=DEF that with stick	The boy beat the snake with a stick.
Balinese	28		Anake muani cenik ento nglempag lelipine ento aji tungked.		anak=e muani cenik ento nglempag lelipi=ne ento aji tungked	person=DEF male small that hit snake=DEF that with stick	The boy hit the snake with a stick.
Balinese	29		Anake muani cenik ento nundik lelipine ento aji tungked.		anak=e muani cenik ento nundik lelipi=ne ento aji tungked	person=DEF male small that touch snake=DEF that with stick	The boy touched the snake with a stick.
Balinese	30		Anakeluh ento ngodot rotine ento aji tiuk mangan.		anak=e luh ento ngodot roti=ne ento aji tiuk mangan	person=DEF female that cut bread=DEF that with knife sharp	The woman cut the bread with a sharp knife.
Balinese	31		Anake muani ento nyemak pipise ento uli timpalne.		anak=e muani ento nyemak pipis=e ento uli timpal=ne	person=DEF male that take money=DEF that from friend=3POSS	The man took the money from his friend.
Balinese	32		Anake luh ento nguek halaman uli bukune ento.		anak=e luh ento nguek halaman uli buku=ne ento	person=DEF female that tear page from book=DEF that	The girl tore a page from the book.
Balinese	33		Anake muani cenik ento melutin pohe ento.		anak=e muani cenik ento melutin poh=e ento	person=DEF male small that peel mango=DEF that	The boy peeled the mango.
Balinese	34		Anake muani cenik ento ngengkebang katake ento uli memenne.		anak=e muani cenik ento ngengkebang katak=e ento uli memen=ne	person=DEF male small that hide frog=DEF that from mother=3POSS	The boy hid the frog from his mother.
Balinese	35		Anake luh luh ento ngedengang gamabaran ke gurune.		anak=e luh luh ento ngedengang gamabaran ke guru=ne	person=DEF female female that show picture to teacher=3POSS	The girls showed the picture to their teacher.
Balinese	36		Tiang makejang maang buku ke anake cenik cenik ento.		tiang makejang maang buku ke anak=e cenik cenik ento	I all give book to person=DEF small small that	We gave the books to the children.
Balinese	37		Anake luh ento ngirimang bunga ke dadongne.		anak=e luh ento ngirimang bunga ke dadong=ne	person=DEF female that send flower to grandmother=3POSS	The girld sent flowers to her grandmother.
Balinese	38		Anake muani muani ento ngaba kotake ento ke peken.		anak=e muani muani ento ngaba kotak=e ento ke peken	person=DEF male male that bring box=DEF that to market	The men brought the box to the market.
Balinese	39		Anake muani cenik ento ngentungang bola ke jendelane ento.		anak=e muani cenik ento ngentungang bola ke jendela=ne ento	person=DEF male small that throw ball to window=DEF that	The boy threw the ball to the window.
Balinese	40		Anake muani ento negul jaran ento aji tali ke punyan kayue ento.		anak=e muani ento negul jaran ento aji tali ke punyan kayu=e ento	person=DEF male that tie horse that with rope to trunk tree=DEF that	The man tied the horse with rope to the tree trunk.
Balinese	41		Tiang nejang cangkire ento di mejane ento.		tiang nejang cangkir=e ento di meja=ne ento	I put cup=DEF that on table=DEF that	I put the cup onto the table.
Balinese	42		Anake muani ento nuruhang yeh ke lumure ento.		anak=e muani ento nuruhang yeh ke lumur=e ento	person=DEF male that pour water to glass=DEF that	The man poured water into the glass.
Balinese	43		Anake luh ento ngerurub anake muani cenik ento aji saput.		anak=e luh ento ngerurub anak=e muani cenik ento aji saput	person=DEF female that cover person=DEF male small that with blanket	The woman covered the boy with a blanket.
Balinese	44		Anake luh ento ngisinin lumuree ento aji yeh.		anak=e luh ento ngisinin lumure=e ento aji yeh	person=DEF female that fill glass=DEF that with water	The girl filled the glass with water.
