Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Hokkaido Japanese	1		Sono musumega pano tabeta.		sono musume=ga pan=o tabe-ta	that girl=NOM bread=ACC eat-PST	That girl ate bread.
Hokkaido Japanese	2		Panwa onnanokoni taberareta.		pan=wa onnanoko=ni tabe-rare-ta	bread=TOP girl=DAT eat-PASS-PST	The bread was eaten by the girl.
Hokkaido Japanese	3		Darekaga syo:zyoni pano tabesaseta.		dareka=ga syo:zyo=ni pan=o tabe-sase-ta	someone=NOM girl=DAT bread=ACC eat-CAUS-PST	Someone made the girl eat the bread.
Hokkaido Japanese	4		Ano onnanokowa natto:{o/ga} tabe(ra)reru.		ano onnanoko=wa natto:={o/ga} tabe-(ra)re-ru	that girl=TOP natto={ACC/NOM} eat-POT-NPST	The girl can eat natto.
Hokkaido Japanese	5		Ano kinokowa tabe(ra)reru.		ano kinoko=wa tabe-(ra)re-ru	that mushroom=TOP eat-POT-NPST	That mushroom is edible.
Hokkaido Japanese	6		Sono syo:nenga sono otokoni okaneo motometa.		sono syo:nen=ga sono otoko=ni okane=o motome-ta	that boy=NOM that man=DAT money=ACC ask.for-PST	That boy asked that man for money.
Hokkaido Japanese	7		Otokoga syo:nenni okaneo motomerareta.		otoko=ga syo:nen=ni okane=o motome-rare-ta	man=NOM boy=DAT money=ACC ask.for-PASS-PST	The man was asked for money by the boy.
Hokkaido Japanese	8		Syo:nenwa otokoni okaneo motome(ra)reru.		syo:nen=wa otoko=ni okane=o motome-(ra)re-ru	boy=TOP man=DAT money=ACC ask.for-POT-NPST	The boy can ask the man for money.
Hokkaido Japanese	9		Sono musumega sono otokoni dakituita.		sono musume=ga sono otoko=ni dakitui-ta	that girl=NOM that man=DAT hug-PST	That girl hugged that man.
Hokkaido Japanese	10		Otokoga musumeni dakitukareta.		otoko=ga musume=ni dakituk-are-ta	man=NOM girl=DAT hug-PASS-PST	The man was hugged by the girl.
Hokkaido Japanese	11		Darekaga musumeo otokoni dakitukaseta.		dareka=ga musume=o otoko=ni dakituk-ase-ta	someone=NOM girl=ACC man=DAT hug-CAUS-PST	Someone made the girl hug the man.
Hokkaido Japanese	12		(Subasikkoinode) musumewa otokoni dakitukeru.		subasikko-i=node musume=wa otoko=ni dakituk-e-ru	agile-NPST=because girl=TOP man=DAT hug-POT-NPST	(Because she is quick,) the girl can hug the man."
Hokkaido Japanese	13		(Noromananode) ano otokowa dakitukeru.		noroma=na=node ano otoko=wa dakituk-e-ru	slow=COPULA.ADN=because that man=TOP hug-POT-NPST	(Because he is slow,) that man is easy to hug."
Hokkaido Japanese	14		Sono otokoga sono syo:neno mita.		sono otoko=ga sono syo:nen=o mi-ta	that man=NOM that boy=ACC look.at-PST	That man looked at that boy.
Hokkaido Japanese	15		Syo:nenga mieta.		syo:nen=ga mie-ta	boy=NOM see-PST	The boy was seen.
Hokkaido Japanese	16		Syo:nenwa otokoni mirareta.		syo:nen=wa otoko=ni mi-rare-ta	boy=TOP man=DAT look.at-PASS-PST	The boy was looked at by the man.
Hokkaido Japanese	17		Darekaga danse:ni syo:neno misaseta.		dareka=ga danse:=ni syo:nen=o mi-sase-ta	someone=NOM man=DAT boy=ACC look.at-CAUS-PST	Someone made the man look at the boy.
Hokkaido Japanese	18		Sono danse:(ni)wa yu:re:ga mieru.		sono danse:=ni=wa yu:re:=ga mi-e-ru	that man=DAT=TOP ghost=NOM see-POT-NPST	That man can see the ghost.
Hokkaido Japanese	19		Yu:re:wa mieru.		yu:re:=wa mi-e-ru	ghost=TOP see-POT-NPST	The ghost was seen.
Hokkaido Japanese	20		Kumawa syo:nenno nioio kaida.		kuma=wa syo:nen=no nioi=o kai-da	bear=TOP boy=GEN smell=ACC smell-PST	The bear caught the boy's scent.
Hokkaido Japanese	21		Syo:nenwa kumani nioio kagareta.		syo:nen=wa kuma=ni nioi=o kag-are-ta	boy=TOP bear=DAT smell=ACC smell-PASS-PST	The boy was smelled by the bear.
Hokkaido Japanese	22		Karewa inuni nioio kagaseta.		kare=wa inu=ni nioi=o kag-ase-ta	he=TOP dog=DAT smell=ACC smell-CAUS-PST	He made the dog smell (something).
Hokkaido Japanese	23		Tosio totta kumadakedo, imadani nioio kageru.		tosi=o tot-ta kuma-dakedo imadani nioi=o kag-e-ru	year=ACC take-PST bear-although still.now smell=ACC smell-POT-NPST	Although it is an old bear, it still has a good nose."
