Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Italian	1	Constructed by native speaker linguist	Marco mangiò la torta.		Marco mangi-ò la tort-a	Mark eat-PST.3SG ART.DEF.F.SG cake-F.SG	Mark ate the cake.
Italian	2	Constructed by native speaker linguist	Marco mangia (molto).		Marco mangi-a molto	Mark eat-PRS.3SG a_lot	Mark eats a lot.
Italian	3	Constructed by linguist	Gli spaghetti furono mangiati da tutti.		gli spaghett-i fu-rono mangia-t-i da tutt-i	ART.DEF.M.PL spaghetti-M.PL be.PST-3PL eat-PP-M.PL by all-M.PL	The spaghetti was eaten by everyone.
Italian	4	Constructed by native speaker linguist	Marco taglia il pane con un coltello affilato.		Marco tagli-a il pan-e con un coltell-o affilat-o	Mark cut-PRS.3SG ART.DEF.M.SG bread-M.SG with ART.INDF.M knife-M.SG sharp-M.SG	Mark is cutting the bread with a sharp knife.
Italian	5	Naturalistic written	Il coltello non taglia bene.		il coltell-o non tagli-a bene	ART.DEF.M.SG knife-M.SG NEG cut-PRS.3SG ADV	The knife doesn't cut well.
Italian	6	Constructed by native speaker linguist	A Mario piacciono le equazioni.		a Mario piaccio-no le equazion-i	to Mario like.PRS-3PL ART.DEF.F.PL equation-F.PL	Mario likes equations.
Italian	7	Constructed by native speaker linguist	L'insegnante fa piacere la matematica agli studenti.		l'=insegnant-e fa piace-re la matematic-a a-gli student-i	ART.DEF.M/F.SG=teacher-M/F.SG make.PRS.3SG like-INF ART.DEF.F.SG maths-F.SG to-ART.DEF.M.PL student-M.PL	The teacher gets the students to like Maths.
Italian	8	Naturalistic written	Il masso rotolò fino a fondovalle.		il mass-o rotol-ò a fondovall-e	ART.DEF.M.SG rock-M.SG roll-PST.3SG to downhill-F.SG	The rock rolled all the way down to the bottom of the valley.
Italian	9	Constructed by native speaker linguist	Anna e Luca si sono piaciuti subito.		Anna e Luca si sono piaci-ut-i subito	Anne and Luke REFL be.PRS.3PL like-PP-M.PL immediately	Anne and Luke immediatly liked each other.
Italian	10	Constructed by native speaker linguist	Quell'impresa costruisce in Sicilia, non nel Lazio.		quell'=impres-a costruisc-e in Sicilia non ne-l Lazio	that.F.SG=firm-F.SG build-PRS.3SG in Sicily NEG in-ART.DEF.M.SG Latium	That firm builds in Sicily, not in Latium."
