Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
German	1	Constructed by native speaker linguist	Der Junge isst den Apfel.		der Junge isst den Apfel	DEF.M.NOM boy(NOM) eat.3SG.PRS DEF.M.ACC apple(ACC)	The boy eats the apple.
German	2	Constructed by native speaker linguist	Die Amme bedeckte das Kind mit der Decke.		die Amme be-deck-te das Kind mit der Decke	DEF.F.NOM wet.nurse APPL-cover-3SG.PST DEF.N.ACC child(ACC) with DEF.F.DAT blanket(DAT)	The wet nurse covered the child with the blanket.
German	3	Constructed by native speaker linguist	Er isst.		er isst	3SG.M.NOM eat.3SG.PRS	He eats. / He is eating.
German	4	Constructed by native speaker linguist	Die Frau umarmt einen Mann.		die Frau umarm-t ein-en Mann	DEF.F.NOM woman(NOM) hug-3SG.PRS INDEF-M.ACC man(ACC)	The woman hugs a man.
German	5	Constructed by native speaker linguist	Der Mann sieht den Bären.		der Mann sieht den Bär-en	DEF.M.NOM man(NOM) see.3SG.PRS DEF.ACC bear-ACC	The man sees the bear.
German	6	Constructed by native speaker linguist	Er riecht den Knoblauch.		er riech-t den Knoblauch	3SG.M.NOM smell-3SG.PRS DEF.M.ACC garlic(ACC)	He smells the garlic.
German	7	Constructed by native speaker linguist	Sie bindet ihn an.		sie binde-t ihn an	3SG.F.NOM tie-3SG.PRS 3SG.M.ACC VPCL	She ties him.
German	8	Constructed by native speaker linguist	Die Windel riecht.		die Windel riech-t	DEF.F.NOM diaper(NOM) smell-3SG.PRS	The diaper stinks.
German	9	Constructed by native speaker linguist	Pat wäscht die Wäsche.		Pat wäsch-t die Wäsche	Pat wash\3SG-3SG.PRS DEF.F.ACC laundry(ACC)	Pat washs the laundry.
German	10	Constructed by native speaker linguist	Der Bär erschreckte den Mann.		der Bär erschreck-te den Mann	DEF.M.NOM bear(NOM) frighten-3SG.PST DEF.M.ACC man(ACC)	The bear frightened the man.
German	11	Constructed by native speaker linguist	Die Wäsche wäscht.		die Wäsche wäsch-t	DEF.NOM laundry wasch\3SG-3SG.PRS	The laundry is beeing washed.
German	12	Constructed by native speaker linguist	Der Mann erschrak.		der Mann erschrak	DEF.M.NOM man(NOM) be.afraid.3SG.PST	The man got frightened.
German	13	Constructed by native speaker linguist	Die Wäsche wird gewaschen.		die Wäsche wird ge-wasch-en	DEF.F.NOM laundry(NOM) be.PASS.3SG PTCP-wash-PTCP	The laundry is beeing washed.
German	14	Constructed by native speaker linguist	Ich zerbreche die Vase.		ich zerbrech-e die Vase	1SG.NOM break-1SG.PRS DEF.F.ACC vase(ACC)	I break the vase.
German	15	Constructed by native speaker linguist	Pat hustet.		Pat huste-t	Pat cough-3SG.PRS	Pat coughs.
German	16	Constructed by native speaker linguist	Die Vase zerbrach.		die Vase zerbrach	DEF.F.NOM vase(NOM) break.PST	The vase broke.
German	17	Constructed by native speaker linguist	Das Mädchen schickt seiner Großmutter Blumen.		das Mädchen schick-t sein-er Großmutter Blume-n	DEF.N.NOM girl(NOM) send-3SG.PRS POSS.3SG-DAT.SG grandmother flower-PL(ACC)	The girl sends flowers to her grandmother.
German	18	Constructed by native speaker linguist	Das Mädchen schickt Blumen an seine Großmutter.		das Mädchen schick-t Blume-n an sein-e Großmutter	DEF.N.NOM girl(NOM) send-3SG.PRS flower-PL(ACC) to POSS.3SG-F.ACC grandmother(ACC)	The girl sends flowers to her grandmother.
German	19	Constructed by native speaker linguist	Die Frau will einen Hut.		die Frau will ein-en Hut	DEF.F.NOM woman want.3SG.PRS INDEF-ACC hat(ACC)	The woman wants a hat.
