Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Yaqui	1	Naturalistic written	Inepo soto'ita mesapo mana.		inepo soto'i-ta mesa-po mana	1sg.subj pot-acc table-loc put	I am putting the pot on the table.
Yaqui	2	Elicited from speaker	Juan mansanata bwa'e.		Juan mansana-ta bwa'e	Juan apple-acc eat	Juan is eating an apple.
Yaqui	3	Elicited from speaker	Juan Mariata ibaktak.		Juan Maria-ta ibakta-k	Juan Maria-acc hug-pfv	Juan hugged Maria.
Yaqui	4	Elicited from speaker	Empo tomita etbwa.		empo tomi-ta etbwa	2sg.subj money-acc steal	You are stealing money.
Yaqui	5	Elicited from speaker	Inepo tomita essok.		inepo tomi-ta esso-k	1sg.subj money-acc hide-pfv	I hid the money.
Yaqui	6	Elicited from speaker	Kat soto'i-ta kuta-e beba!		kat soto'i-ta kuta-e beba	neg pot-acc stick-instr hit	Do not hit the pot with the stick!
Yaqui	7	Elicited from speaker	Nim ji'are Alma tea.		nim ji'are Alma tea	1sg.pos girlfriend Alma be_called	My girlfriend's name is Alma.
Yaqui	8	Elicited from speaker	Jabetau empo chaae?		jabe-ta-u empo chaae	someone-acc-dir 2sg.subj shout	Whom are you shouting at?
Yaqui	9	Elicited from speaker	Ili uusi jamut ili uusita tejwa ...		ili uusi jamut ili uusi-ta tejwa	small child female small child-acc tell	The girl says to the boy...
Yaqui	10	Elicited from speaker	Jabeta empo tejwa?		jabe-ta empo tejwa	someone-acc 2sg.subj tell	To whom are you talking?
Yaqui	11	Naturalistic spoken	U ili uusi chu'uta majae.		u ili uusi chu'u-ta majae	det small child dog-acc fear	The child is afraid of the dog.
Yaqui	12	Constructed by native speaker linguist	Ume ili uusim ju'upat ja'amu.		ume ili uusi-m ju'upa-t ja'amu	det.pl little child-pl tree-loc climb	The children are climbing at the tree.
Yaqui	13	Elicited from speaker	U ili uusi tebaure.		u ili uusi tebaure	det little child be_hungry	The child is hungry.
Yaqui	14	Constructed by native speaker linguist	U jamut ousi kupikte.		u jamut ousi kupikte	det woman much blink.intr	The woman blinks too much.
Yaqui	15	Constructed by native speaker linguist	Loola ousi tompo wante.		Loola ousi tom-po wante	Lola int stomach-loc feel_pain	Lola is feeling much pain in her stomach.
Yaqui	16	Constructed by native speaker linguist	Joan jiba aache.		Joan jiba aache	Juan always laugh	Juan always laughs.
Yaqui	17	Constructed by native speaker linguist	Inepo juka kari bwe'uta tu'ure.		inepo ju-ka kari bwe'u-ta tu'ure	1sg.subj det-acc house big-acc like	I like the big house.
Yaqui	18	Constructed by native speaker linguist	Inepo Dianata tu'ure.		inepo Diana-ta tu'ure	1sg.subj Diana-acc like	I like Diana.
Yaqui	19	Constructed by native speaker linguist	U miisi ili uusita gomgomta.		u miisi ili uusi-ta gom~gomta	det cat small child-acc rdp:hab~frighten	The cat frightens the little boy.
Yaqui	20	Constructed by native speaker linguist	U ili uusi gomtek.		u ili uusi gomte-k	det small child frighten.intr-pfv	The little boy is afraid.
Yaqui	21	Elicited from speaker	Inepo chu'uta jariwa.		inepo chu'u-ta jariwa	1sg.subj dog-acc search_for	I am searching for my dog.
Yaqui	22	Elicited from speaker	U jamut o'outa jajase.		u jamut o'ou-ta jajase	det woman male-acc follow	The woman follows the man.
Yaqui	23	Constructed by native speaker linguist	In maala yo'owe neu bwiika.		in maala yo'owe ne-u bwiika	1sg.pos mother old 1sg-dir sing	My grandmother sings to me.
Yaqui	24	Constructed by native speaker linguist	In sai Bikampo jo'ak.		in sai Bikam-po jo'ak	1sg.pos brother Vicam-loc live	My brother lives in Vicam.
Yaqui	25	Elicited from speaker	Bikammeu yuke.		Bikam-me-u yuke	Vicam-nmlz-dir rain	It is raining in Vicam. / It is raining over there in Vicam.
Yaqui	26	Elicited from speaker	Aapo bachita tuuse.		aapo bachi-ta tuuse	3sg.subj corn-acc grind	He is grinding corn.
Yaqui	27	Constructed by native speaker linguist	U kaba'i yoemta yumtak.		u kaba'i yoem-ta yumta-k	det horse man-acc push-pfv	The horse collided with the man. / The horse ran into the man.
Yaqui	28	Constructed by native speaker linguist	Joan kaita ea.		Joan kai-ta ea	Juan neg-acc think	Juan does not think. \ lit. Juan think nothing.
Yaqui	29	Constructed by native speaker linguist	U bwa'ame pojte.		u bwa'a-me pojte	det eat-nmlz boil	The food is boiling.
Yaqui	30	Constructed by native speaker linguist	U uusi kaa malawa jikkaja.		u uusi kaa malawa jikkaja	det child neg mother hear	The boy does not hear his mother.
Yaqui	31	Constructed by native speaker linguist	In sai karota techoapo go'okta.		in sai karo-ta techoa-po go'okta	1sg.pos brother car-acc mud-loc sink.trns	My brother is sinking the car in the mud.
Yaqui	32	Constructed by native speaker linguist	Ino ne bekta.		ino ne bekta	1sg.refl 1sg shave	I am shaving (myself).
Yaqui	33	Constructed by native speaker linguist	Inepo na'asota besumak.		inepo na'aso-ta besuma-k	1sg.subj orange-acc peel-pfv	I peeled an orange.
Yaqui	34	Constructed by native speaker linguist	Manweta kari beetek.		Manwe-ta kari beete-k	Manuel-poss house burn.intr-pfv	Manuel's house burned.
Yaqui	35	Elicited from speaker	U jamut chu'uta suma.		u jamut chu'u-ta suma	det woman dog-acc tie	The woman ties the dog.
