Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Ojibwe	1	Constructed by native speaker linguist	Gwiiwzens gii-miijin maanwang.	Gwiiwzens gii-miijin maanwang.	gwiiwizens o-gii-miij-i-n maaniwang	boy.AN 3ERG-PAST-VTI.eat.IN-IN.OBJ-N IN.PT.fruit	The boy ate the fruit.
Ojibwe	2	Constructed by native speaker linguist	Kwe gii-aabtoojiinaan gwiiwzensman.	Kwe gii-aabtoojiinaan gwiiwzensman.	akwew o-gii-aabitoojiin-aa-an o-gwiiwizensim-an	woman.AN 3ERG-PAST-VTA.hug.AN-3OBJ-AN.OBV 3POSS-little.boy-AN.OBV	The woman hugged her little boy.
Ojibwe	3	Constructed by native speaker linguist	Gwiiwzens gii-gnawaabmaan kwezensan.	Gwiiwzens gii-gnawaabmaan kwezensan.	gwiiwizens o-gii-ganawaabam-aa-an akwezens-an	boy.AN 3ERG-PAST-look.at.AN-3OBJ-AN.OBV girl.AN-AN.OBV	The boy saw the girl.
Ojibwe	4	Constructed by native speaker linguist	Nini gii-waabmaan mkoon.	Nini gii-waabmaan mkoon.	aniniw o-gii-waabam-aa-an makwa-an	man.AN 3ERG-PAST-see.AN-3OBJ-AN.OBV bear.AN-AN.OBV	The man saw the bear.
Ojibwe	5	Constructed by native speaker linguist	Mko gii-biijmaamaan gwiiwzensan.	Mko gii-biijmaamaan gwiiwzensan.	makwa gii-biijimaam-aa-an gwiiwizens-an	bear.AN PAST-VTA.smell.AN-3OBJ-AN.OBV boy.AN-AN.OBV	The bear smelled the boy.
Ojibwe	6	Constructed by native speaker linguist	Nini gii-gsaan mkoon.	Nini gii-gsaan mkoon	aniniw gii-goS-aa-an makwa-an	man.AN PAST-VTA.fear.AN-3OBJ-AN.OBV bear.AN-AN.OBV	The man feared the bear.
Ojibwe	7	Constructed by native speaker linguist	Mko gii-zeghaan ninwan.	Mko gii-zeghaan ninwan.	makwa o-gii-zegih-aa-an aniniw-an	bear.AN 3ERG-PAST-VTA.frighten.AN-3OBJ-AN.OBV man.AN-AN.OBV	The bear frightened the man.
Ojibwe	8	Constructed by native speaker linguist	Kwezens gii-kenmaan gwiiwzensan.	Kwezens gii-kenmaan gwiiwzensan.	akwezens o-gii-gikenim-aa-an gwiiwizens-an	girl.AN 3ERG-PAST-VTA.know.AN-3OBJ-AN.OBV boy.AN-AN.OBV	The girl knew the boy.
Ojibwe	9	Constructed by native speaker linguist	Ninwag gii-ndanewaawaan kwewan.	Ninwag gii-ndanewaawaan kwewan.	aniniw-ag o-gii-nandaneh-w-aa-waa-an akwew-an	man.AN-AN.PL 3ERG-PAST-search.for-TR.AN-3OBJ-3PL-AN.OBV woman.AN-AN.OBV	The men searched for the women.
Ojibwe	10	Constructed by native speaker linguist	Gashwan binoojiins gii-gziibiignigoon.	Gashwan binoojiins gii-gziibiignigoon.	o-gashiw-an abinoojiins o-gii=giziibiigin-igo-an	3POSS-mother.AN-OBV baby.AN 3ERG-PAST=wash.TR-INV-OBV	His mother (obv.) washed the boy (prox.).
Ojibwe	11	Constructed by native speaker linguist	Gii-biiskon’yehgoon kwezens ’gashwan.	Gii-biiskon’yehgoon kwezens ’gashwan	o-gii=biizikonaye-ih-igo-an akwezens o-gashiw-an	3ERG-PAST=wear.clothes/dress.AI-CAUS.TR.AN-INV-OBV girl.AN 3POSS-mother.AN-OBV	The girl (prox.) was dressed by her mother (obv.).
Ojibwe	12	Constructed by native speaker linguist	Nini gii-gaashkbaazo.	Nini gii-gaashkbaazo.	aniniw gii=gaashkibaa-zo-w	man.AN PAST=shave-AN.INTR.MIDDLE-3SBJ	The man shaved (his beard).
Ojibwe	13	Constructed by native speaker linguist	Ngii-naadmawaag gwiiwzensag.		ni gii=naadam-aw-aa-ag gwiiwizens-ag	1SBJ PAST=help-TR.AN-3OBJ-AN.PL boy.AN-AN.PL	I helped the boys.
Ojibwe	14	Constructed by native speaker linguist	Gwiiwzensag ’gii-bminaashkwaawaan kwezensan.	Gwiiwzensag ’gii-bminaashkwaawaan kwezensan.	gwiiwizens-ag o-gii=noopinaN-aa-waa-an akwezans-an	boy.AN-AN.PL 3ERG-PAST=follow.AN-3OBJ-3PL-OBV girl.AN-OBV	The boys followed the girls.
