Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Yorùbá	1	Constructed by native speaker linguist	Ade je̩ è̩wà.		Ade je̩ è̩wà	Ade eat beans	Ade ate beans.
Yorùbá	2	Constructed by native speaker linguist	Ade je̩ mi ní onje̩.		Ade je̩ mi ní onje̩	Ade eat 1SG.O PREP food	Ade ate my food.
Yorùbá	3	Constructed by native speaker linguist	Adé dìrò̩mó̩ ìyáa rè̩.		Adé dìrò̩mó̩ ìyáa rè̩	Ade hug mother.POSS 3SG.POSS	Ade hugged his mother.
Yorùbá	4	Constructed by native speaker linguist	Ade wo Bó̩lá.		Ade wo Bó̩lá	Ade look Bola	Ade looked at Bola.
Yorùbá	5	Constructed by native speaker linguist	Ade rí ilé náà.		Ade rí ilé náà	Ade see house DEF	Ade saw the house.
Yorùbá	6	Constructed by native speaker linguist	Òkú aja náà ń rùn.		òkú aja náà ń rùn	dead dog DEF PROG smell	The dead dog's carcass is smelling.
Yorùbá	7	Constructed by native speaker linguist	Ó run o̩wó̩o̩ rè̩ wò.		ó run o̩wó̩o̩ rè̩ wò	3SG.S smell hand.POSS 3SG.POSS look	He smelled his hand.
Yorùbá	8	Constructed by native speaker linguist	Ó rùn sí mi.		ó rùn sí mi	3SG.S smell PREP 1SG.O	It (the smell) oozed out to me. / It smelled to me.
Yorùbá	9	Constructed by native speaker linguist	Ade bè̩rù omi-òkun.		Ade bè̩rù omi-òkun	Ade fear water-ocean	Ade feared the ocean.
Yorùbá	10	Constructed by native speaker linguist	È̩rù omi-òkun ba Ade.		è̩rù omi-òkun ba Ade	fear water-ocean catch Ade	Ade feared the ocean.
Yorùbá	11	Constructed by native speaker linguist	Ade dé̩rùba Bó̩lá.		Ade dé̩rùba Bó̩lá	Ade frighten Bola	Ade frightened Bola.
Yorùbá	12	Constructed by native speaker linguist	Olùkó̩ni náà fé̩ràn o̩mo̩dé.		olùkó̩ni náà fé̩ràn o̩mo̩dé	teacher DEF like little.children	The teacher likes little children.
Yorùbá	13	Constructed by native speaker linguist	Ade mo̩ àwo̩n òbíi rè̩.		Ade mo̩ àwo̩n òbíi rè̩	Ade know PL parents.POSS 3SG.POSS	Ade knows his parents.
Yorùbá	14	Constructed by native speaker linguist	Ade mò̩.		Ade mò̩	Ade know	Ade knows.
Yorùbá	15	Constructed by native speaker linguist	Ade ronú nípa ò̩rò̩ náà.		Ade ronú nípa ò̩rò̩ náà	Ade think PREP word DEF	Ade thought about the matter (lit. Ade thinks about the word).
Yorùbá	16	Constructed by native speaker linguist	Ade ronú sí ò̩rò̩ náà.		Ade ronú sí ò̩rò̩ náà	Ade think PREP word DEF	Ade thought of the matter. / Ade thinks of the matter.
Yorùbá	17	Constructed by native speaker linguist	Ade ro ò̩rò̩ náà.		Ade ro ò̩rò̩ náà	Ade think word DEF	Ade thought about the matter. / Ade thinks about/of the matter.
Yorùbá	18	Constructed by native speaker linguist	O̩de̩ náà ń wá ìgbín.		o̩de̩ náà ń wá ìgbín	hunter DEF PROG look snail	The hunter is looking for snails. / The hunter is searching for snails.
Yorùbá	19	Constructed by native speaker linguist	Adé fo̩ o̩wó̩o̩ rè̩ méjèèjì.		Adé fo̩ o̩wó̩o̩ rè̩ méjèèjì	Ade wash hand.POSS 3SG.POSS two.two	Ade washed both his two hands.
Yorùbá	20	Constructed by native speaker linguist	Ade we̩ o̩mo̩ náà.		Ade we̩ o̩mo̩ náà	Ade bathe child DEF	Ade bathe the child.
Yorùbá	21	Constructed by native speaker linguist	O̩mo̩ náà wè̩.		o̩mo̩ náà wè̩	child DEF bathe	The child bathe/wash.
Yorùbá	22	Constructed by native speaker linguist	Ade múra fún Bó̩lá.		Ade múra fún Bó̩lá	Ade dress PREP Bola	Ade dressed Bola.
Yorùbá	23	Constructed by native speaker linguist	Bó̩lá múra.		Bó̩lá múra	Bola dress	Bola dressed.
Yorùbá	24	Constructed by native speaker linguist	O̩de̩ kan ran aláboyún náà ló̩wó̩.		o̩de̩ kan ran aláboyún náà ló̩wó̩	hunter INDEF render pregnant.one DEF PREP.hand	A hunter helped the pregnant woman.
