Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Nen	1		Ämengama äräm toge yaparnda.		äme-ngama är-äm toge y-apar-nd-a	mat-ABL man-ERG child(ABS) 3sgU:α-cover-PST.PF-3sgA:PST.PF	The man covered the child with the mat.
Nen	2		Ynd nungama kap yapndn.		ynd nu-ngama kap y-ap-nd-n	1sgERG water-ABL cup(ABS) 3sgU:α-fill-PST.PF-1sgA	I filled the cup with water.
Nen	3		Ynd nawapnan.		ynd n-aw-ap-na-n	1sgABS M:α-RR-cover-ND:IPF-1sgA	I'm about to cover myself.
Nen	4	Elicited from speaker	Kap nungama wapsmne ym.		kap nu-ngama wap-s-mne y-m	cup water-ABL fill-NLZR-ORIG 3sgU-be	The cup has been filled with water.
Nen	5		Kmboke rkrk ws geym nu(ngama) apst korkorp ym.		kmboke rkrk ws geym nu-ngama ø-ap-s-t korkorp y-m	neck narrow bottle FOC water-ABL M.INF-fill-INF-ALL difficult 3sgU-be	The small-necked bottle is difficult to fill.
Nen	6		Kmboke marete ws nu(ngama) apst pitas ym.		kmboke marete ws nu-ngama ø-ap-s-t pitas y-m	neck broad bottle water-ABL M.INF-fill-NLZR-ALL enough 3sgU-be	The broad-necked bottle is easy to fill.
Nen	7		Kap nungama apsere ym.		kap nu-ngama apsere y-m	cup water-ABL full 3sgU-be	The cup is full of water.
Nen	8		Ynd yande tnd sombes embaewn.		ynd yande tnd sombes e-mbae-w-n	1sgERG 3sgGEN hand two 2/3nsgU-tie-sgA\duU:IPF-1sgA	I'm tying up both his hands.
Nen	9		Wmbaes tsne!		w-mbae-s t-sne-ø	TR.INF-tie-NLZR 3sgU:β-start-IPF:IMP:2sgA	Start tying it!
Nen	10		Ymam kapngama nu yazrnda.		ymam kap-ngama nu y-azr-nd-a	3sgERG cup-ABL water 3sgU:α-pour-PST.PF:ND-3sgA:PST.PF	He poured the water out of the cup.
Nen	11		Ymam yna nne wazrst yngapapnda.		ymam yna nne wazr-s-t y-ng-apap-nd-a	3sgERG DEM yam carry-NLZR-ALL 3sgU:α-AW-try-ND:PST.PF-3sgA:PST.PF	He's trying to carry all those yams.
Nen	12		Nu kapngama nazrnda.		nu kap-ngama n-azr-nd-a	water cup-ABL M:α-pour-PF:ND-3sgA:PST.PF	The water has poured out of the cup.
Nen	13		Nazne.		n-az-n-e	M:α-pour-ND:IPF-3sgA:B.IPF	It's pouring out of the cup.
Nen	14		Ynd ḡénzér kp wenda benama tuwitan kunzt.		ynd ḡénzér_kp wenda ben-ama t-uwi-ta-n kunz-t	1sgERG stone window hole-PERL 3sgU:β-throw-ND:IPF-1sgA inside-ALL	I threw the stone inside, through the window."
Nen	15		Ynd ḡénzér kp tuwitan smasma tnamtan.		ynd ḡénzér_kp t-uwi-ta-n smasma t-nam-ta-n	1sgERG stone 3sgU:β-throw-ND:IPF-1sgA goanna 3sgU:β-hit.at.a.distance-ND:IPF-1sgA	I threw a stone at the goanna and hit it.
Nen	16		Ynd ḡénzér kp tuwitan smasma tltan.		ynd ḡénzér_kp t-uwi-ta-n smasma t-lt-a-n	1sgERG stone 3sgU:β-throw-ND.IPF-1sgA goanna 3sgU:β-miss-ND:IPF-1sgA	I threw a stone at the goanna and missed.
Nen	17		Ynd wawapserepap buk aba ynrenzan.		ynd wawapser-epap buk aba y-n-renz-a-n	1sgERG teacher-DAT2 book IMM 3sgU:α-TOW-carry-ND:IPF-1sgA	I brought/carried the book to the teacher.
Nen	18		Ynd begta aba ynrenzan.		ynd begta aba y-n-renz-a-n	1sgERG 2sgDAT1 IMM 3sgU:α-TOW-carry-ND:IPF-1sgA	I brought it for you.
Nen	19		Togetoge tapap tnrenza!		toge tapap t-n-menz-a	child(ABS) 1sgDAT2 3sgU:β-TOW-lead-IPF.IMP.sg	Bring the child to me!
Nen	20		Ymam kiémbngama wngrenze moett.		ymam kiémb-ngama w-ng-renz-e moet-t	3sgERG truck-ABL 1sgU:α-AW-carry-ND:IPF:3sgA Morehead-ALL	He took me to Morehead in a truck.
Nen	21		Ymam bepapt toge bä ynrenze.		ymam bepapt toge bä y-n-renz-e	3sgERG 3sgALL child FUT 3sgU:α-TOW-carry-ND:BEN.IPF:3sgA	He will take the child to him/her.
Nen	22		Ynd ḡénzér kp tande anaipap yngatembandn.		ynd ḡénzér_kp tande an-aipap y-ng-atemba-nd-n	1sgERG money 1sgGEN older.brother-DAT2 3sgU:α-AW-send-ND:PST.PF-1sgA	I send the money to my brother.
Nen	23		Ynd totr yngatembetan.		ynd totr y-ng-atembe-ta-n	1sgERG now 3sgU:α-AW-send-ND:B.IPF-1sgA	I'm sending it now.
Nen	24		Bñe ynd te yngatembandn.		bñe ynd te y-ng-atemb-and-n	letter 1sgERG CPL 3sgU:α-AW-send-ND:PST.PF-1sgA	I've already sent the letter.
Nen	25		Yngtrnandn.		y-ng-tr-na-nd-n	3sgU:α-AW-send-ND:B.IPF-ND:PST.PF-1sgA	I sent him (a letter).
Nen	26		Ynd bñe dumni noträrm.		ynd bñe dumni n-o-trär-m	1nsgABS letter(ABS) always M:α-RR-send-1nsgA	We used to send each other letters.
Nen	27		Yngäberetandn wäberes.		y-ng-äbere-ta-nd-n w-äbere-s	3sgU:α-AW-send-ND:B.IPF-ND:PST.PF-1sgA TR.INF-send-NLZR	I sent him away (for being bad).
Nen	28		Ymam wagib yaramanda (wawapapserei).		ymam wagib y-a-rama-nd-a wawapser-ei	3sgERG fish 3sgU-BEN-give-ND:PF-3sgA:PST.PF teacher-OBL	She gave a fish to him (to the teacher).
Nen	29		Ymam wagib tagta waramanda.		ymam wagib tagta w-a-rama-nd-a	3sgERG fish 1sgDAT 1sgU-BEN-give-ND:PST.PF-3sgA:PST.PF	She gave me a fish.
Nen	30		Ymam wagib ta waramanda.		ymam wagib ta w-arama-nd-a	3sgERG fish 1sgOBL 1sgU-give-ND:PST.PF-3sgA:PST.PF	She gave me a fish.
Nen	31		Ymam wagib yaramanda wawapsereita.		ymam wagib y-arama-nd-a wawapser-eita	3sgERG fish 3sgU-give-ND:PST.PF-3sgA:PST.PF teacher-DAT1	She gave the teacher the fish (and it reached him).
Nen	32		Ymam {wawapsereita/yagta} wagib yayabnda.		ymam {wawapser-eita/yagta} wagib y-ayab-nda	3sgERG {teacher-DAT1/3sgDAT1} fish 3sgU:α-show-ND:PST.PF:3sgA	She showed the fish to the teacher / to him.
Nen	33		Yna äräm ag sombes yawayabae.		yna är-äm ag sombes ya-wa-yab-ae	DEM man-ERG coconut two 3nsgU:α-BEN-show-3A\duU:PF:PST.PF	That man showed (him) two coconuts.
Nen	34		Ynd nambis ärt wagib yawaramandn.		ynd nambis är-t wagib yaw-arama-nd-n	1sgERG three man-PL:OBL fish 3nsgU:α-give-ND:PF-1sgA	I gave the three men a fish.
Nen	35	Elicited from speaker	Ynd sombes ärbet ämbs wagib yawaraman.		ynd sombes ärbet ämbs wagib yaw-aram-a-n	1sgERG two man:DU.DAT1 one fish 3nsgU:α-fish-DU:PF-1sgA	I gave the two men a fish.
Nen	36		Ymam ybegta ag yawayabnda.		ymam ybegta ag ya-wayab-nda	3sgERG 3nsgDAT1 coconut 3nsgU:α-show-ND:PF:3sgA	He showed them the coconut.
Nen	37		Ymam ybegta ag yawayabae.		ymam ybegta ag yaw-ayab-ae	3sgERG 3nsgDAT1 coconut 3nsgU:α-show-DU:PF:3sgA\duU	He showed the two of them one coconut.
Nen	38	Elicited from speaker	Yna togam yadmaepapngama wagib ykapanda a yanenda.		yna togam yadma-epap-ngama wagib y-kap-anda a y-ane-nda	DEM child:ERG 3sg:mother-DAT2-ABL fish 3sgU:α-pick_up-ND:PST.PF:3sgA and 3sgU:α-carry-ND:PST.PF:3sgA	The child got/took the fish from his mother.
Nen	39		Yna togam tande naepa ynganenda.		yna togam tande naepa y-ng-ane-nda	DEM child:ERG 1sgPOSS knife(ABS) 3sgU-AW-carry-ND:PST.PF:3sgA	This child took my knife.
Nen	40		Ämbs äräm kiémb yanenda.		ämbs är-äm kiémb y-ane-nda	one man-ERG pig 3sgU:α-carry-ND:PST.PF:3sgA	A man is carrying a pig.
Nen	41		Ynd boraro ke neretan.		ynd boraro ke n-ere-ta-n	1sgABS bamboo.flute sound M:α-hear-ND:IPF-1sgA	I can hear the sound of a bamboo flute.
Nen	42	Elicited from speaker	Är togam yrninda ämb ärände nne.		är togam y-rni-nda ämb ärä-nde nne	person child(ERG) 3sgU:α-steal-ND:PST.PF:3sgA one man-GEN food	The boy stole a man's food.
Nen	43		Yna samban ärm ybenzo-ybenzos nne yrnitat.		yna samba-n är-m ybenzo_ybenzos nne y-rni-ta-t	DEM village-LOC man-PL:ERG each.other's food 3sgU:α-steal-ND:IPF-3nsgA	In that village people steal each other's food.
Nen	44		Yndbem ganzan kp tengernitam depi ärbende brbrmne.		yndbem ganzan_kp te-ng-erni-ta-m depi är-bende brbr-mne	1nsgERG sacred_stone 3nsgU-AW-hide-ND:IPF-1nsgA foreigner person-PL:GEN fear-ORIG	We hid the sacred stones from the foreigners / for fear of the foreigners.
Nen	45		Ymam yta nne wérnist yapapnda.		ymam yta nne w-érni-s-t y-apap-nda	3sgERG in.vain food TR.INF-hide-NLZR-ALL 3sgU:α-begin-ND:PST.PF:3sgA	He was about to steal/hide the food.
Nen	46		Yna togetoge nernendt.		yna togetoge n-e-rne-nd-t	DEM children M:α-RR-hide-ND:PST.PF-3nsgA	The children hid.
Nen	47		Ymam yéb tr ydrernda.		ymam yéb tr y-drer-nda	3sgERG bag handle 3sgU:α-tear-ND:PST.PF:3sgA	He tore the handle from the bag.
Nen	48		Yna yéb nedrernda.		yna yéb n-e-drer-nda	DEM bag M:α-DA-tear-ND:PST.PF:3sgA	This bag tore.
Nen	49		Yna yéb edrersmne ym.		yna yéb e-drer-s-mne y-m	DEM bag DA-tear-NLZR-ORIG 3sg:α-be	This bag got torn.
Nen	50		Yna kendngama mupi yländn.		yna kend-ngama mupi y-län-d-n	DEM paperbark-ABL mud 3sgU:α-wipe-ND:PST.PF-1sgA	I wiped the mud with the bark.
Nen	51		Ynd mupi ämewan yländn.		ynd mupi äme-wan y-län-d-n	1sgERG mud(ABS) mat-LOC 3sgU:α-wipe-ND:PST.PF-1sgA	I wiped the mud off the mat.
Nen	52		Parwae pip yñptan.		parwae pip y-ñp-ta-n	animal meat(ABS) 3sgU:α-cut-ND:IPF-1sgA	I cut (up) the animal meat.
Nen	53		Bä nawañpt.		bä n-aw-añp-ø-t	3ABS M:α-RR-cut-DU:IPF-3nsgA	The two of them are cutting themselves/each other.
Nen	54		Ynd kaepan neñpandn.		ynd kaep-an n-e-ñpa-nd-n	1sgABS leg-LOC M:α-DA-cut-ND:PST.PF-1sgA	I got/cut on the leg.
