Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Bezhta	1	Constructed by native speaker linguist	Öždi bäbä müqiyo.		öždi bäbä m-üq-iyo	boy.ERG bread(III).ABS III-eat-PST	The boy ate bread.
Bezhta	2	Constructed by native speaker linguist	Kibbal iyo yegaayo.		kibba-l iyo y-egaa-yo	girl.OBL-LAT mother(II).ABS II-see-PST	The girl saw her mother.
Bezhta	3	Constructed by native speaker linguist	Abol teli xabarla yiyaq'eš.		abo-l teli xabar-la y-iyaq'e-š	father-LAT many story-PL NHPL-know.PL-PRS	The father knows many stories.
Bezhta	4	Constructed by native speaker linguist	Öždil kid yat'ca.		öždi-l kid y-at'-ca	boy.OBL-LAT girl(II).ABS II-like-PRS	The boy likes the girl.
Bezhta	5	Constructed by native speaker linguist	Kid c'oyqa hič'eš.		kid c'o-y-qa hič'e-š	girl.ABS fire-OBL-POSS fear-PRS	The girl fears the fire.
Bezhta	6	Constructed by native speaker linguist	Kibba öžö hič'egolca.		kibba öžö hič'e-gol-ca	girl.ERG boy(I).ABS fear-MAKE(I)-PRS	The girl frightens the boy.
Bezhta	7	Constructed by native speaker linguist	Kibba łic'o nizaayo.		kibba łic'o nizaa-yo	girl.ERG clothes.ABS wash-PST	The girl washes the clothes.
Bezhta	8	Constructed by native speaker linguist	Kibba keč' iƛeš.		kibba keč' iƛe-š	girl.ERG song.ABS sing-PRS	The girl sings the song.
Bezhta	9	Constructed by native speaker linguist	Kid yiyas.		kid y-iya-s	girl(II).ABS II-cry-PRS	The girl cries.
Bezhta	10	Constructed by native speaker linguist	Kid k'ok'ona gey.		kid k'ok'o-na gey	girl.ABS be.ill-CVB be.PRS	The girl is ill.
Bezhta	11	Constructed by native speaker linguist	Kibba k'atuwas beš baɣoyo.		kibba k'atu-wa-s beš b-aɣo-yo	girl.ERG potato-OBL-GEN1 skin(III).ABS III-take-PST	Girl peeled off the potato's skin.
Bezhta	12	Constructed by native speaker linguist	Kibba iyol komak booyo.		kibba iyo-l komak b-oo-yo	girl.ERG mother-LAT help(III).ABS III-do-PST	The girl helped her mother.
Bezhta	13	Constructed by native speaker linguist	Kibba aboqa dilna niƛaƛo nisoyo.		kibba abo-qa dil-na niƛ-a-ƛo niso-yo	girl.ERG father-POSS 1SG.LAT-and give-IMP-QUOT say-PST	The girl said to the father: "Give me as well!"."
Bezhta	14	Constructed by native speaker linguist	Uštelli q'owal xabar meeyo.		uštel-li q'owa-l xabar m-ee-yo	teacher-ERG children-LAT story(III).ABS III-let.out-PST	The teacher told a story to the children.
Bezhta	15	Constructed by native speaker linguist	Öžö xöxƛ'äš ekiyo.		öžö xöx-ƛ'ä-š Ø-ek-iyo	boy(I).ABS tree.OBL-SUP-ABL I-fall-PST	The boy fell from the tree.
Bezhta	16	Constructed by native speaker linguist	Iyo yuɣoyo.		iyo y-uɣo-yo	mother(II).ABS II-die-PST	The mother died.
Bezhta	17	Constructed by native speaker linguist	Öždi bekela k'obalalid biƛ'eyo.		öždi bekela k'obala-li-d b-iƛ'e-yo	boy.ERG snake(III).ABS stick-OBL-INSTR III-kill-PST	The boy killed the snake with the stick.
Bezhta	18	Constructed by native speaker linguist	Kid q'ey yečena gey.		kid q'ey y-eče-na gey	girl(II).ABS on.the.ground II-be-CVB be.PRS	The girl is sitting.
Bezhta	19	Constructed by native speaker linguist	Öždi waya sabaliyad micoyo xöxił.		öždi waya sabali-ya-d m-ico-yo xöx-i-ł	boy.ERG cow(III).ABS rope-OBL-INSTR III-tie-PST tree-OBL-INTER	The boy tied the cow to the tree with the rope.
Bezhta	20	Constructed by native speaker linguist	Kibba wedralaʔ łi git'iyo.		kibba wedra-la-ʔ łi git'-iyo	girl.ERG bucket-OBL-INESS water(IV).ABS pour(II/IV)-PST	The girl poured water into the bucket.
Bezhta	21	Constructed by native speaker linguist	Öždi istoliyaƛ'a t'ek guliyo.		öždi istoli-ya-ƛ'a t'ek gul-iyo	boy.ERG table-OBL-SUP book(IV).ABS put(IV)-PST	The boy put the book on the table.
Bezhta	22	Constructed by native speaker linguist	Öždi hudo mašinalƛ'a mosoyo.		öždi hudo mašina-l-ƛ'a m-oso-yo	boy.ERG firewood(III).ABS car-OBL-SUP III-collapse-PST	The boy loaded the firewood onto the car.
Bezhta	23	Constructed by native speaker linguist	Öždi c'it'ad bäbä büč'iyo.		öždi c'it'-a-d bäbä b-üč'-iyo	boy.ERG knife-OBL-INSTR bread(III).ABS III-cut-PST	The boy cut the bread with the knife.
Bezhta	24	Constructed by native speaker linguist	Öžö kibbaɣoy müɣäƛ eⁿƛ'eš.		öžö kibba-ɣoy müɣäƛ Ø-eⁿƛ'e-š	boy(I).ABS girl.OBL-COMIT after I-go-PRS	The boy follows the girl.
Bezhta	25	Constructed by native speaker linguist	Öždi isilco t'ek yuⁿcoyo.		öždi isi-l-co t'ek y-uⁿco-yo	boy.ERG sister-OBL-ABL book(IV).ABS IV-hide-PST	The boy hid the book from his sister.
Bezhta	26	Constructed by native speaker linguist	Öžö kibbaƛ'as urɣeziaqiyo.		öžö kibba-ƛ'a-s urɣezi<Ø>aq-iyo	boy(I).ABS girl.OBL-SUP-ABL think<I>-PST	The boy thinks about the girl.
Bezhta	27	Constructed by native speaker linguist	Kibba t'ek xalbooyo.		kibba t'ek xalboo-yo	girl.ERG book.ABS search-PST	The girl looked for the book.
Bezhta	28	Constructed by native speaker linguist	Öžö kibbaqa goc'oqiyo.		öžö kibba-qa goc'oq-iyo	boy.ABS girl.OBL-POSS look(I)-PST	The boy looked at the girl.
Bezhta	29	Constructed by native speaker linguist	Öždi kibbaƛ'a lalaƛoyo.		öždi kibba-ƛ'a lalaƛo-yo	boy.ERG girl.OBL-SUP shout-PST	The boy shouted at the girl.
Bezhta	30	Constructed by native speaker linguist	Kibba iyoqas t'ek yokčiyo.		kibba iyo-qa-s t'ek y-okči-yo	girl.ERG mother-POSS-ABL book(IV).ABS IV-take-PST	The girl took the book from the mother.
Bezhta	31	Constructed by native speaker linguist	Mähmädi öždiƛ'a Murad caaⁿ gullo.		Mähmäd-i öždi-ƛ'a Murad caaⁿ gul-lo	Magomed-ERG boy.OBL-SUP Murad name(IV).ABS put(IV)-PST	Magomed called his son Murad.
Bezhta	32	Constructed by native speaker linguist	Kibba kuntalałco ɣeč'i yäxelca.		kibba kunta-la-ł-co ɣeč'i y-äxe-l-ca	girl.ERG dress-OBL-INTER-ABL tissue(IV).ABS IV-tear-CAUS-PRS	The girl tears the tissue from the dress.
Bezhta	33	Constructed by native speaker linguist	Öžö urɣelliƛ'a gey.		öžö urɣel-li-ƛ'a gey	boy.ABS thought-OBL-SUP be.PRS	The boy is sad.
Bezhta	34	Constructed by native speaker linguist	Öžö äč’ɬiyo.		öžö Ø-äč’-ɬ-iyo	boy(I).ABS I-cold-INCH-PST	The boy got cold.
Bezhta	35	Constructed by native speaker linguist	Iyos q'äm k'ok'os.		iyo-s q'äm k'ok'o-s	mother-GEN1 head.ABS hurt-PRS	The mother's head is aching.
Bezhta	36	Constructed by native speaker linguist	Hudo bek'eš.		hudo b-ek'e-š	firewood(III).ABS III-burn-PRS	The firewood is burning.
Bezhta	37	Constructed by native speaker linguist	Kid nukoyo.		kid nuko-yo	girl.ABS be.hungry-PST	The girl was hungry.
Bezhta	38	Constructed by native speaker linguist	Kibba öhƛöyo.		kibba öhƛö-yo	girl.ERG cough-PST	The girl coughed.
Bezhta	39	Constructed by native speaker linguist	Öždis häydä pacpaƛos.		öždi-s häy-dä pacpaƛo-s	boy.OBL-GEN1 eye-PL blink-PRS	The boys eyes are blinking.
Bezhta	40	Constructed by native speaker linguist	Kibba łiis wedra boc'ilca.		kibba łii-s wedra b-oc'-il-ca	girl.ERG water-GEN1 bucket(III).ABS III-fill-CAUS-PRS	The girl fills the bucket with the water.
Bezhta	41	Constructed by native speaker linguist	Kibba xo heleyo.		kibba xo hele-yo	girl.ERG meat.ABS boil-PST	The girl cooked (boiled) the meat.
Bezhta	42	Constructed by native speaker linguist	Gama ɣanq'izibaqiyo.		gama ɣanq'izi<b>aq-iyo	boat(III).ABS sink<III>-PST	The boat sank.
Bezhta	43	Constructed by native speaker linguist	Öžö äƛaʔaš eⁿƛ'eyo.		öžö äƛ-a-ʔ-aš Ø-eⁿƛ'e-yo	boy(I).ABS village-OBL-IN-ABL I-go-PST	The boy left the village.
Bezhta	44	Constructed by native speaker linguist	Örrä k'äyƛöš.		örrä k'äyƛö-š	wheel.ABS turn.round-PRS	The wheel is rolling.
Bezhta	45	Constructed by native speaker linguist	Öždi yiƛa č'an yaɣos.		öždi yiƛa č'an y-aɣo-s	boy.ERG fast run(IV).ABS IV-take-PRS	The boy is running fast.
Bezhta	46	Constructed by native speaker linguist	Wodo guus.		wodo guu-s	rain(III) come(III)-PRS	It is raining.
Bezhta	47	Constructed by native speaker linguist	Boq moq'oyo.		boq m-oq'o-yo	sun(III).ABS III-come-PST	The sun appeared.
Bezhta	48	Constructed by native speaker linguist	Öždi kibbal aⁿło yoc'iyo.		öždi kibba-l aⁿło y-oc'-iyo	boy.ERG girl.OBL-LAT embrace(IV).ABS IV-fill-PST	The boy hugged the girl.
Bezhta	49	Constructed by native speaker linguist	Kibbal k'imalis mäh biq'eyo.		kibba-l k'ima-li-s mäh b-iq'e-yo	girl.OBL-LAT cheese-OBL-GEN1 smell(III).ABS III-know-PST	The girl smelled the cheese.
Bezhta	50	Constructed by native speaker linguist	Öždi bab kusuʔiyo.		öždi bab kusuʔ-iyo	boy.ERG beard.ABS shave-PST	The boy shaved his beard.
