Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Nǀǀng	1	Elicited from speaker	|aeki ke ǁkxʼam ǀoba.		ǀaeki ke ǁkxʼam ǀoba	woman FOC wash child	The woman washes the child.
Nǀǀng	2	Naturalistic spoken	A bu ǁkxʼam u.		a bu ǁkxʼam u	CONN 2PL wash 2PL	And then you wash yourself.
Nǀǀng	3	Elicited from speaker	Kua kadyama na ǁuruke.		kua kadyama na ǁuru-ke	3H.SG show 1SG.DAT road-PL	He shows me the way.
Nǀǀng	4	Naturalistic spoken	Ha ǁooa.		ha ǁoo-a	3SG dry-PFV/STAT	It is dry.
Nǀǀng	5	Elicited from speaker	ǂoo ke ǃauka ng ǂoo a ko.		ǂoo ke ǃauke-a ng ǂoo a ko	man FOC become.frightened-PFV OBL man this other	The man is afraid of the other man.
Nǀǀng	6	Naturalistic spoken	A a si ǁʼae ǃauka ng nǀng.		a a si ǁʼae ǃauke-a ng nǀng	CONN 2SG IRR go become.frightened-PFV/STAT OBL 1SG.OBL	And you should be afraid of me.
Nǀǀng	7	Elicited from speaker	ǀoba ǃauka ǂoo.		ǀoba ǃauke-a ǂoo	child become.frightened-STAT man	The child fears the man.
Nǀǀng	8	Elicited from speaker	ǀoba ke hoo ǂoo si boeksi.		ǀoba ke hoo ǂoo si boek-si	child FOC get man GEN book-SG	The child gets the man's book.
Nǀǀng	9	Naturalistic spoken	Ma, sa hooa mari!		ma sa hoo-a mari!	Mummy 1PL.E get-PFV money	Mummy, we got money!"
Nǀǀng	10	Naturalistic spoken	ǂxaike ǂheeke.		ǂxai-ke ǂeeke	young.man-PL sing	The young men sing.
Nǀǀng	11	Elicited from speaker	ǀoba ǂheeke ǃʼui.		ǀoba ǂeeke ǃʼui	child sing traditional.song	The child sings a song.
Nǀǀng	12	Naturalistic spoken	Ha si ǀʼaa.		ha si ǀʼaa	3SG IRR die	He will die.
Nǀǀng	13	Naturalistic spoken	Si ǃqora.		si ǃqora	1PL.E play	We play.
Nǀǀng	14	Naturalistic spoken	ǃxaeka na ka ǃkxʼora nǀa ha.		ǃxaeka na ka ǃkxʼora nǀa ha	morning 1SG PL play INST 3SG	In the morning, I play with him."
Nǀǀng	15	Elicited from speaker	ǂoo ke ǁʼhoqo.		ǂoo ke ǁʼhoqo	man FOC cough	The man coughs.
Nǀǀng	16	Elicited from speaker	Na kxʼainʼin.		na kxʼainʼin	1SG laugh	I laugh.
Nǀǀng	17	Elicited from speaker	Na kxʼainʼin kike.		na kxʼainʼin ki-ke	1SG laugh 3-PL	I laugh about them.
