Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Ket	1	Elicited from speaker	Qimdɯlʲ naˀnʲ dabil.		qim-dɯlʲ naˀnʲ da-b-il-a	woman-child bread 3SG.F.SBJ-3INAN.OBJ-PST-eat	The girl ate the bread.
Ket	2	Elicited from speaker	Dɨ̄lʲ debile naˀnʲ.		dɨ̄lʲ de-b-il-e naˀnʲ	child 3SG.F.SBJ-3INAN.OBJ-PST-eat bread	The child ate the bread.
Ket	3	Elicited from speaker	Hiɣe dətovɨnte dɨ̄lʲ usinčas.		hiɣe d-ət-o-v-ɨn-te dɨ̄lʲ usinč-as	man 3SG.M.SBJ-on-3SG.M.OBJ-TH-PST-STEM child blanket-INSTR	The man covered the child with the blanket.
Ket	4	Elicited from speaker	Hīɣ dɯlʲ usinsʲas dətoɣomne.		hīɣ dɯlʲ usinsʲ-as d-ət-o-ɣ-o-m-n-e	man child blanket-INSTR 3SG.M.SBJ-on-3SG.M.OBJ-TH-PST-TH-PST-put.MOM	The man covered the child with the blanket.
Ket	5	Elicited from speaker	Hīɣ eɣin ulʲasʲ dutomsin.		hīɣ eɣin ulʲ-asʲ d-ut-o-b-in-sin	man dipper water-INSTR 3SG.M.SBJ-full-PST-3INAN.OBJ-PST-cause.to.become	The man filled the dipper with water.
Ket	6	Elicited from speaker	Hīɣ īsʲ súùlʲdiŋa desoŋondaq.		hīɣ īsʲ súùlʲ-diŋa d-es-oŋ-o-n-daq	man fish hand.sled-INAN.DAT 3SG.M.SBJ-into_the_open-3PL.ANIM.OBJ-PST-PST-put.MOM	The man loaded the fish on the hand sled.
Ket	7	Elicited from speaker	Hīɣ sèlʲ oksʲdaŋa daŋaɣina.		hīɣ sèlʲ oksʲ-daŋa d-aŋ-a-ɣ-in-a	man reindeer tree-M.DAT 3SG.M.SBJ-rope-3SG.M.OBJ-TH-PST-put.MOM	The man tied the deer to the tree.
Ket	8	Elicited from speaker	Hīɣ eɣindiŋa ūlʲ datpijdaq.		hīɣ eɣin-diŋa ūlʲ d-at-p-ij-daq	man dipper-INAN.DAT water 3SG.M.SBJ-by_pouring-3INAN.OBJ-PST-put.MOM	The man poured the water into the dipper.
Ket	9	Elicited from speaker	Hīɣ īsʲ lʲam dədiŋa desoŋondaq.		hīɣ īsʲ lʲam d-ət-diŋa d-es-oŋ-on-daq	man fish table POSS.INAN-back-INAN.DAT 3SG.M.SBJ-into_the_open-3PL.ANIM.OBJ-PST-put.MOM	The man put the fish on the table.
Ket	10	Elicited from speaker	Hiɣdɯlʲ tɯˀsʲ okoškodiŋa deskomdaq.		hiɣ-dɯlʲ tɯˀsʲ okoško-diŋa d-es-k-om-daq	man-child stone window-INAN.DAT 3SG.M.SBJ-into_the_open-TH-3INAN.OBJ/PST-put.MOM	The boy threw the stone into the window.
Ket	11	Elicited from speaker	Qimdɯlʲ eslʲa siraɣatketdaŋa daiːmbes.		qim-dɯlʲ eslʲa siraɣat-ket-daŋa ra-ik-u-k-in-bes	woman-child book teach-person-M.DAT 3SG.F.SBJ-here-3INAN.OBJ-TH-PST-move.MOM	The girl brought the book to the teacher (once).
Ket	12	Elicited from speaker	Qimdɯlʲ rataŋgimne.		qim-dɯlʲ ra-taŋ-g-i-m-n-e	woman-child 3SG.F.SBJ-drag-TH-EV-3INAN.OBJ-PST-put.MOM	The girl dragged it.
Ket	13	Elicited from speaker	Ulolta.		ul-ol-ta	water-PST-fall	It rained.
Ket	14	Elicited from speaker	Dɯlʲ ovɯlʲd qoʁot.		dɯlʲ o-vɯlʲ-d(e) qoʁot	child PST-be\PST-STEM hunger	The boy was hungry.
Ket	15	Elicited from speaker	Hiɣdɯlʲ dontəːl.		hiɣ-dɯlʲ d-on-tə:l	man-child 3SG.M.SBJ-PST-freeze	The boy froze.
Ket	16	Elicited from speaker	Hīɣ baŋdiŋa hɯta (t)tolaraq.		hīɣ baŋ-diŋa hɯta (t)-t-ol-a-raq	man ground-INAN.DAT down 3SG.M.SBJ-TH-PST-3SG.M.SBJ-fall	The man fell to the ground.
