Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Mandinka	1	Elicited from speaker	Kambaanóo ye léeríjámboo fárási kitáaboo bála.		kambaan-óo ye léeríjámb-oo fárási kitáab-oo bála	boy-DEF PF.POS page-DEF tear book-DEF in_contact	The boy tore the page from the book.
Mandinka	2	Elicited from speaker	Léeríjámboo fárásíta kitáaboo bála.		léeríjámb-oo fárásí-ta kitáab-oo bála	page-DEF tear-PF.POS book-DEF in_contact	The page was torn from the book.
Mandinka	3	Elicited from speaker	Kewó niŋ súnkútoo beńta.		kew-ó niŋ súnkút-oo beń-ta	man-DEF with girl-DEF meet-PF.POS	The man met the girl. \ Lit. The man with/and the girl met.
Mandinka	4	Elicited from speaker	Saateemóolu beńta.		saatee-móo-lu beń-ta	village-person.DEF-PL meet-PF.POS	The villagers gathered.
Mandinka	5	Elicited from speaker	Alikáaloo yé saateemóolu bendi.		alikáal-oo yé saatee-móo-lu be-ndi	chief-DEF PF.POS village-person.DEF-PL meet-CAUS	The chief gathered the villagers.
Mandinka	6	Elicited from speaker	Saateemóolu bendíta.		saatee-móo-lu be-ndí-ta	village-person.DEF-PL meet-CAUS-PF.POS	The villagers were gathered.
Mandinka	7	Elicited from speaker	Kewó ye baŋkôo bée beŋ.		kew-ó ye baŋk-ôo bée beŋ	man-DEF PF.POS country-DEF all wander_round	The man wandered around the whole country.
Mandinka	8	Elicited from speaker	Kewó ye musóo tara márséwo to.		kew-ó ye mus-óo tara márséw-o to	man-DEF PF.POS woman-DEF meet market-DEF LOC	The man met/found the woman at the market.
Mandinka	9	Elicited from speaker	Musóo ka tara márséwo to.		mus-óo ka tara márséw-o to	woman-DEF HAB.POS be_found market-DEF LOC	The woman can usually be found at the market.
Mandinka	10	Elicited from speaker	Díndíŋo ye mbúuroo dómo.		díndíŋ-o ye mbúur-oo dómo	child-DEF PF.POS bread-DEF eat	The child ate the bread.
Mandinka	11	Elicited from speaker	Mbúur-oo dómó-ta.		mbúur-oo dómó-ta	bread-DEF eat-PF.POS	The bread was eaten.
Mandinka	12	Elicited from speaker	Díndíŋo ye dómóroo ke.		díndíŋ-o ye dómó-r-oo ke	child-DEF PF.POS eat-ANTIP-DEF do	The child ate.
Mandinka	13	Elicited from speaker	Díndíŋo dómóríta.		díndíŋ-o dómó-rí-ta	child-DEF eat-ANTIP-PF.POS	The child ate.
Mandinka	14	Elicited from speaker	Kewó ye díndíŋo dómóríndi mbúuroo la.		kew-ó ye díndíŋ-o dómó-ríndi mbúur-oo la	man-DEF PF.POS child-DEF eat-CAUS bread-DEF OBL	The man made the child eat the bread.
Mandinka	15	Elicited from speaker	Kewó mínínta musóo la.		kew-ó mínín-ta mus-óo la	man-DEF wind-PF.POS woman-DEF OBL	The man hugged the woman.
Mandinka	16	Elicited from speaker	Kewó ye í míniŋ musóo la.		kew-ó ye í míniŋ mus-óo la	man-DEF PF.POS REFL wind woman-DEF OBL	The man hugged the woman.
Mandinka	17	Elicited from speaker	Nómboo mínínta yíroo la.		nómb-oo mínín-ta yír-oo la	creeper-DEF wind-PF.POS tree-DEF OBL	The creeper wound around the tree.
Mandinka	18	Elicited from speaker	Kel-óo ye tat-ôo míniŋ.		kel-óo ye tat-ôo míniŋ	army-DEF PF.POS fortress-DEF surround	The army encircled the fortress.
Mandinka	19	Elicited from speaker	Kewó ye julôo míniŋ fáloo la.		kew-ó ye jul-ôo míniŋ fál-oo la	man-DEF PF.POS rope-DEF wind stick-DEF OBL	The man wound the rope around the stick.
