Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Ainu	1	Naturalistic spoken	(Aekasi) cep aukosina p ne ápekor an pe... kasi wa amip kamure kane an.		a=ekasi cep a=u-ko-sina p ne ápekor an pe kas-i wa amip kamu-re kane an	IND.A=grandfather fish IND.A=REC-APPL.DAT-bind NR COP as.if exist.SG thing top-POSS ABL clothing cover-CAUS while exist.SG	(My grandfather) covered up something that looked like a bundle of fish with his clothing.
Ainu	2	Naturalistic spoken	Ukamure.		u-kamu-re	REC-cover-CAUS	Lay one on top of another / (He/she) lays/laid (them/a thing) on top of another.
Ainu	3	Naturalistic spoken	Penampe ci kursutu kisma, tek kamure kane.	Penampe chi-kurshutu kishma , tek kamure kane	Penampe ci kursut-u kisma tek kamu-re kane	Penampe penis root-POSS grab hand cover-CAUS while	Penampe grabbed his penis and covered (it) with his hand.
Ainu	4	Naturalistic spoken	Nea cep cip or ao.		nea cep cip or a=o	that fish boat place IND.A=put	She put the fish into the boat (and stood on the bow of the boat).
Ainu	5	Naturalistic spoken	Cikuni kotca ta seta asirkote wa an.		cikuni kotca ta seta a=sir-kot-e wa an	tree front LOC dog IND.A=ground/world-be.attached.to-CAUS and exist.SG	The dog is tied in front of the tree.
Ainu	6	Naturalistic spoken	Toan cikuni or un sirkote.		toan cikuni or un sir-kot-e	that tree place ALL ground/world-tie-CAUS	Tie (it) to the tree.
Ainu	7	Naturalistic spoken	Tar ari rekuci ansirkote hine.		tar ari rekut-i an=sir-kot-e hine	rope INST throat-POSS IND.A=ground/world-be.attached.to-CAUS and	(Since I cut his throat I could not carry him on my back, so) I tied his throat with a rope and (dragged him)."
Ainu	8	Naturalistic spoken	Ratcako sum hene ponno oro ota wa uhuyka.		ratcako sum hene pon-no or-o o-ta wa uhuy-ka	lamp oil for.example little-ADV place-POSS APPL.LOC-dig and burn-CAUS	Pour at least some lamp oil there and light it.
Ainu	9	Naturalistic spoken	Amacirpehe ne a p, wakkata kusu pet or ta ran siri anukar yakun.		a=macirpe-he ne a p wakka-ta kusu pet or ta ran siri a=nukar yak-un	IND.A=young.sister-POSS COP PERF.SG NR water-dig/draw because river place LOC descend.SG VIS.EV IND.A=see if-COP	If I see my younger sister go down to the river to fetch some water...
Ainu	10	Constructed by linguist	Sirkamure.		sir-kamu-re	ground/world-cover-CAUS	Cover ground with sth. / He/she covers/covered ground with it.
Ainu	11	Naturalistic spoken	Ayuputari ka posiresike.		a=yup-utar-i ka po-sir-e-sik-te	IND.A=elder.brother-PL-POSS also child-ground/world-APPL.INS-be.full-CAUS	My elder brothers also had many children.
