Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Emai	1		Òjè é émà.		òjè é émà	Oje eat yam	Oje ate pounded yam.
Emai	2		Òjè tútú nwú òhí.		òjè tútú nwú òhí	Oje cling catch Ohi	Oje hugged Ohi. / Oje embraced Ohi.
Emai	3		Òjè ọ̀ ọ́ ghòò àlèkè.		òjè ọ̀ ọ́ ghòò àlèkè	Oje SC C look.at Aleke	Oje is watching/looking at Aleke.
Emai	4		Òjè míẹ́ àlèkè.		òjè míẹ́ àlèkè	Oje see Aleke	Oje saw Aleke.
Emai	5		Òjè ọ̀ ọ́ yàà ọ̀lí éànmì.		òjè ọ̀ ọ́ yàà ọ̀lí éànmì	Oje SC C smell the meat	Oje is smelling the meat.
Emai	6		Ọ́lì àtàlàkpà rẹ́ ófẹ̀n nwú òjè.		ọ́lì àtàlàkpà rẹ́ ófẹ̀n nwú òjè	the lion take fear catch Oje	Oje feared the lion.
Emai	7		Ófẹ̀n ọ̀ ọ́ nwù òjè.		ófẹ̀n ọ̀ ọ́ nwù òjè	fear SC C catch Oje	Oje is becoming afraid.
Emai	8		Òhí níáá òjè.		òhí níáá òjè	Ohi frighten Oje	Ohi frightened Oje.
Emai	9		Òjè níááì.		òjè níáá-ì	Oje frighten-F	Oje got startled/frightened.
Emai	10		Ọ́lí éànmì ọ̀ ọ́ yàá.		ọ́lí éànmì ọ̀ ọ́ yàá	the meat SC C smell	The meat smells.
Emai	11		Ọ́lí úkpùn ẹ́ghẹ́n ọ́lí ọ́mọ̀.		ọ́lí úkpùn ẹ́ghẹ́n ọ́lí ọ́mọ̀	the cloth please the child	The cloth pleased the child. / The child liked the cloth.
Emai	12		Ọ̣́lí úkpùn ẹ́ghẹ́nì.		ọ́lí úkpùn ẹ́ghẹ́n-ì	the cloth be.pleasant-F	The cloth is liked. / The cloth is pleasant.
Emai	13		Òjè ẹ́ẹ́n áfúzé'.		òjè ẹ́ẹ́n áfúzé'	Oje know Afuze	Oje knew Afuze.
Emai	14		Òjè ẹ́ẹ́nì.		òjè ẹ́ẹ́n-ì	Oje know-F	Oje knew.
Emai	15		Òjè gúẹ́ émáì.		òjè gúẹ́ émáì	Oje know Emai	Oje knew Emai.
Emai	16		Ójé óó ọ́lì ìnyẹ̀mì.		ójé óó ọ́lì ìnyẹ̀mì	Oje ponder the matter	Oje pondered the matter. / Oje thought about the matter.
Emai	17		Òjè ọ̀ ọ́ hòò ọ̀lí émà.		òjè ọ̀ ọ́ hòò ọ̀lí émà	Oje SC C search.for the yam	Oje is searching for the yam.
Emai	18		Àlèkè khọ́ọ́ ọ́lí ọ́mọ̀.		àlèkè khọ́ọ́ ọ́lí ọ́mọ̀	Aleke bathe the child	Aleke bathed the child.
