Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Even	1	EAT	d’eb-	Basic	1-nom 2-acc V.subj[1]	1	eater	NP-nom V.subj	A
Even	1	EAT	d’eb-	Basic	1-nom 2-acc V.subj[1]	2	eaten food	NP-acc	P
Even	1	EAT	d’eb-	Derived	1-nom V'.subj[1]	1	eater	NP-nom V.subj	
Even	1	EAT	d’eb-	Derived	1&2-nom recV'.subj[1&2]	1	eater	NP-nom V.subj	
Even	1	EAT	d’eb-	Derived	1&2-nom recV'.subj[1&2]	2	eaten food	NP-nom V.subj	
Even	1	EAT	d’eb-	Derived	2-nom 1-dat advV'.subj[2]	1	eater	NP-dat	
Even	1	EAT	d’eb-	Derived	2-nom 1-dat advV'.subj[2]	2	eaten food	NP-nom V.subj	
Even	1	EAT	d’eb-	Derived	2-nom medV'.subj[2]	2	eaten food	NP-nom V.subj	
Even	2	HUG	kemni-	Basic	1-nom 2-acc V.subj[1]	1	hugger	NP-nom V.subj	A
Even	2	HUG	kemni-	Basic	1-nom 2-acc V.subj[1]	2	huggee	NP-acc	P
Even	2	HUG	kemni-	Derived	1&2-nom recV'.subj[1&2]	1	hugger	NP-nom V.subj	
Even	2	HUG	kemni-	Derived	1&2-nom recV'.subj[1&2]	2	huggee	NP-nom V.subj	
Even	3	LOOK AT	it- (1)	Basic	1-nom 2-all V.subj[1]	1	looker	NP-nom V.subj	S
Even	3	LOOK AT	it- (1)	Basic	1-nom 2-all V.subj[1]	2	looked at entity	NP-all	X
Even	4	SEE	it- (2)	Basic	1-nom 2-acc V.subj[1]	1	seeer	NP-nom V.subj	A
Even	4	SEE	it- (2)	Basic	1-nom 2-acc V.subj[1]	2	seen entity	NP-acc	P
Even	4	SEE	it- (2)	Derived	1&2-nom recV'.subj[1&2]	1	seeer	NP-nom V.subj	
Even	4	SEE	it- (2)	Derived	1&2-nom recV'.subj[1&2]	2	seen entity	NP-nom V.subj	
Even	4	SEE	it- (2)	Derived	2-nom medV'.subj[2]	2	seen entity	NP-nom V.subj	
Even	5	SMELL	ŋosu-t-	Basic	1-nom 2-acc V.subj[1]	1	smeller	NP-nom V.subj	A
Even	5	SMELL	ŋosu-t-	Basic	1-nom 2-acc V.subj[1]	2	smelled entity	NP-acc	P
Even	6	FEAR	ŋel-	Basic	1-nom 2-instr V.subj[1]	1	fearer	NP-nom V.subj	S
Even	6	FEAR	ŋel-	Basic	1-nom 2-instr V.subj[1]	2	fear stimulus	NP-instr	I
Even	6	FEAR	ŋel-	Derived	1&2-nom recV'.subj[1&2]	1	fearer	NP-nom V.subj	
Even	6	FEAR	ŋel-	Derived	1&2-nom recV'.subj[1&2]	2	fear stimulus	NP-nom V.subj	
Even	7	FRIGHTEN	ŋelu-ken	Basic	1-nom 2-acc V.subj[1]	1	frightener	NP-nom V.subj	A
Even	7	FRIGHTEN	ŋelu-ken	Basic	1-nom 2-acc V.subj[1]	2	frightenee	NP-acc	P
Even	7	FRIGHTEN	ŋelu-ken	Derived	1&2-nom recV'.subj[1&2]	1	frightener	NP-nom V.subj	
