Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Even	1	Elicited from speaker	Kuma (tala) hie-n.		kuma tala hie-n	seal there appear-AOR.3SG	There appeared a seal.
Even	2	Elicited from speaker	Bej hurkenteki [meŋem böden] gasčin.		bej hurken-teki meŋe-m bö-de-n gasči-n	man boy-ALL money-ACC give-PURP-3SG ask-AOR.3SG	The boy asked the man for money.
Even	3	Elicited from speaker	Kuŋa iŋemren.		kuŋa iŋem-re-n	child freeze-AOR-3SG	The child froze.
Even	4	Elicited from speaker	Kuŋa d’emsen.		kuŋa d’em-se-n	child want_eat-AOR-3SG	The child is hungry.
Even	5	Elicited from speaker	Bej hurkenteki itten.		bej hurken-teki it-te-n	man boy-ALL see-AOR-3SG	The man looked at the boy.
Even	6	Elicited from speaker	Hurken knigav hupkučimŋedu bön.		hurken kniga-v hupkučimŋe-du bö-n	boy book-ACC teacher-DAT give-AOR.3SG	The boy gave the book to the teacher.
Even	7	Elicited from speaker	Hurken ŋalu moč čelgelren.		hurken ŋal-u mo-č čelgel-re-n	boy arm-ACC.1SG.POSS stick-INSTR break-AOR-3SG	The boy broke my arm with the stick.
Even	8	Elicited from speaker	Hurken nimektu knigav emun.		hurken nimek-tu kniga-v em-u-n	boy neighbor-DAT book-ACC come-TR-AOR.3SG	The boy brought the book to the neighbor.
Even	9	Elicited from speaker	Bej d’uv d’uŋnan.		bej d'u-v d’uŋna-n	man house-ACC house_build-AOR.3SG	The man built the house.
Even	10	Elicited from speaker	Bej hurkem nuŋuč gerbetten.		bej hurke-m nuŋu-č gerbet-te-n	man boy-ACC fool-INSTR call-AOR-3SG	The man called the boy a fool.
Even	11	Elicited from speaker	Bej urekčem ojčin.		bej urekče-m ojči-n	man mountain-ACC climb-AOR.3SG	The man climbed (up) the mountain.
Even	12	Elicited from speaker	Hurken bilekle emren.		hurken bilek-le em-re-n	boy village-LOC come-AOR-3SG	The boy came (to the village).
Even	13	Elicited from speaker	Bej hiemkenni.		bej hiemken-ni	man cough-AOR.3SG	The man coughed.
Even	14	Elicited from speaker	Bej kuŋav ulrač dassan.		bej kuŋa-v ulra-č das-sa-n	man child-ACC blanket-INSTR cover-AOR-3SG	The man covered the child with the blanket.
Even	15	Elicited from speaker	Hurken kilebu hirkan’ minen.		hurken kileb-u hirka-n’ mine-n	boy bread-ACC knife-INSTR cut-AOR.3SG	The boy cut the bread with the knife.
Even	16	Elicited from speaker	Etiken köken.		etiken köke-n	old_man die-AOR.3SG	The old man died.
Even	17	Elicited from speaker	Asi kuŋav tetun.		asi kuŋa-v tetu-n	woman child-ACC dress-AOR.3SG	The woman dressed the child.
Even	18	Elicited from speaker	Asi tetiv tetten.		asi teti-v tet-te-n	woman clothes-ACC dress-AOR-3SG	The woman dressed/put on clothes.
Even	19	Elicited from speaker	Bej kileb-u d’epten.		bej kileb-u d’ep-te-n	man bread-ACC eat-AOR-3SG	The man ate the bread.
Even	20	Elicited from speaker	Hurken huličam moč ietten.		hurken huliča-m mo-č iet-te-n	boy fox-ACC stick-INSTR hit-AOR-3SG	The boy hit the fox with the stick.
Even	21	Elicited from speaker	Bej buju-m bujussen.		bej buju-m bujus-se-n	man deer-ACC hunt-AOR-3SG	The man hunted for deer.
Even	22	Elicited from speaker	Min dilu ensen.		min dil-u en-se-n	my head-1SG.POSS ache-AOR-3SG	My head hurts. / I have a headache.
Even	23	Elicited from speaker	Kuŋa harandula melunni.		kuŋa haran-dula melun-ni	child bed-LOC jump-AOR.3SG	The child jumped on the bed.
Even	24	Elicited from speaker	Hurken mavdiliv moč man.		hurken mavdili-v mo-č ma-n	boy snake-ACC stick-INSTR kill-AOR.3SG	The boy killed the snake with the stick.
Even	25	Elicited from speaker	Bej hurkem han.		bej hurke-m ha-n	man boy-ACC know-AOR.3SG	The man knew the boy.
Even	26	Elicited from speaker	Hurken (bilek-tuk) hör-re-n.		hurken bilek-tuk hör-re-n	boy village-ABL go-AOR-3SG	The boy went (from the village).
Even	27	Elicited from speaker	Asatkan hurkem ajavran.		asatkan hurke-m ajav-ra-n	girl boy-ACC like-AOR-3SG	The girl liked/loved the boy.
Even	28	Elicited from speaker	Hurken bilekle bisni.		hurken bilek-le bi-s-ni	boy village-LOC be-AOR-3SG	The boy lived in the village.
Even	29	Elicited from speaker	Bej kuŋav turkila inun.		bej kuŋa-v turki-la in-u-n	man child-ACC sledge-LOC load-TR-AOR.3SG	The man loaded the child on the sledge.
Even	30	Elicited from speaker	Asi kuŋav geletten.		asi kuŋa-v gelet-te-n	woman child-ACC look_for-AOR-3SG	The woman looked for the child.
Even	31	Elicited from speaker	Bej asatkam atikanŋal bun.		bej asatka-m atikanŋalbu-n	man girl-ACC marry-AOR.3SG	The man married the girl.
Even	32	Elicited from speaker	Bej asatkam bakaldan.		bej asatka-m baka-lda-n	man girl-ACC find-SOC-AOR.3SG	The man met the girl.
Even	33	Elicited from speaker	Asatkan möv miskele öŋken.		asatkan mö-v miske-le öŋke-n	girl water-ACC bowl-LOC pour-AOR.3SG	The girl poured the water into the bowl.
Even	34	Elicited from speaker	Asi kuŋav telgudu nedni.		asi kuŋa-v telgu-le ne-d-ni	woman child-ACC cradle-LOC put-AOR-3SG	The woman put the child into the cradle.
Even	35	Elicited from speaker	Udan udnan.		udan udn-a-n	rain rain-AOR-3SG	It rains.
Even	36	Elicited from speaker	Bej hurkem d’oŋčin.		bej hurke-m d’oŋči-n	man boy-ACC remember-AOR.3SG	The man remembered the boy.
Even	37	Elicited from speaker	Kuŋa avlanduli tutten.		kuŋa avlan-dula tut-te-n	child plain-LOC run-AOR-3SG	The child ran on the plain.
