Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Sri Lanka Malay	1	Naturalistic spoken	(Pompang pada) (muuka=[yang]) (kaayeng=dering) arà-thuuthup.		pompang pada muuka=yang kaayeng=dering arà-thuuthup  	woman pl face=acc cloth=abl nonpast-cover	Women cover their faces with cloth.
Sri Lanka Malay	2	Constructed by linguist	(Aanak) (gìllas[-yang]) (aayer=dering) arà-punuking.		aanak gìllas=yang aayer=dering arà-punu-king	child glass=acc water=abl nonpast-full-caus	The child fills the glass with water.
Sri Lanka Malay	3	Constructed by linguist	(Aanak) (aayer[=yang]) (gìllas=ka) arà-thuuwang.		aanak aayer=yang gìllas=ka arà-thuuwang	child water=acc glass=loc nonpast-pour	The child pours water into the glass.
Sri Lanka Malay	4	Constructed by linguist	(Oorang) (sathuru=yang) (pohong=nang) arà-ikkath.		oorang sathuru=yang pohong=nang arà-ikkath	man enemy=acc tree=dat nonpast-tie	The man ties the enemy to the tree.
Sri Lanka Malay	5	Constructed by linguist	(Oorang) (gìllas[=yang]) (meeja=ka) arà-thaaro.		oorang gìllas=yang meeja=ka arà-thaaro	man glass=acc table=loc nonpast-put	The man puts the glass on the table.
Sri Lanka Malay	6	Constructed by linguist	(Aanak) (boola=yang) (wicket=nang) arà-buuwang.		aanak boola=yang wicket=nang arà-buuwang	child ball=acc wicket=dat nonpast-throw	The child throws the ball at the wicket.
Sri Lanka Malay	7	Constructed by linguist	(Baapa) (car[=yang]) (ruuma=nang) arà-baa(va).		baapa car=yang ruuma=nang arà-baava	father car=acc house=dat nonpast-bring	Father brings the car to the house.
Sri Lanka Malay	8	Constructed by linguist	(Baapa) (aanak[=yang]) (Kluumbu=nang) arà-kiiring.		baapa aanak=yang Kluumbu=nang arà-kiiring	father child=acc Colombo=dat nonpast-send	The father sends the child to Colombo.
Sri Lanka Malay	9	Constructed by linguist	(Oorang) (aanak=nang) (baabi[=yang]) arà-kaasi.		oorang aanak=nang baabi=yang arà-kaasi	man child=dat pork=acc nonpast-give	The man gives the pig to the child.
Sri Lanka Malay	10	Constructed by linguist	(Oorang) (pompang=nang) (kaaki[=yang]) arà-cunjiking.		oorang pompang=nang kaaki=yang arà-cunjiking	man woman=dat leg=acc nonpast-show	The man shows the foot to the woman.
Sri Lanka Malay	11	Constructed by linguist	(Maaling) (kaaya oorang=dering) (kuuda[=yang]) arà-cuuri.		maaling kaaya oorang=dering kuuda=yang arà-cuuri	thief rich man=abl horse=acc nonpast-steal	The thief steals the horse from the rich man.
Sri Lanka Malay	12	Constructed by linguist	(Aanak)(dawong[=yang])(hatthu buk=dering) arà-soovek thaaro.		aanak dawong=yang hatthu buk=dering arà-soovek thaaro	child leaf=acc indef book=abl nonpast-tear put	The child tears the page from the book.
Sri Lanka Malay	13	Constructed by linguist	(Aanak) (maanga=[yang]) (piiso=dering) arà=poothong.		aanak maanga=yang piiso=dering arà-poothong	child mango=acc knife=abl nonpast-cut	The chlid cuts the mango with the knife.
Sri Lanka Malay	14	Constructed by linguist	(Baapa) (aanak=nang) (pollu=dering) arà-puukul.		baapa aanak=nang pollu=dering arà-puukul	father child=dat stick=abl nonpast-hit	The father hits the child with the stick.
