Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
English	1	Constructed by native speaker linguist	I ate too much for lunch.		I ate too much for lunch	I ate too much for lunch	I ate too much for lunch.
English	2	Constructed by native speaker linguist	He was still eating when I arrived.		he was still eating when I arrived	he was still eating when I arrived	He was still eating when I arrived.
English	3	Constructed by native speaker linguist	He used to eat at the cafe.		he used to eat at the cafe	he used to eat at the cafe	He used to eat at the cafe.
English	4	Naturalistic spoken	It's raining.		it is raining	it is raining	It's raining.
English	5	Constructed by native speaker linguist	The fire burnt for hours.		the fire burnt for hours	the fire burnt for hours	The fire burnt for hours.
English	6	Constructed by native speaker linguist	The fire burnt the house down.		the fire burnt the house down	the fire burnt the house down	The fire burnt the house down.
English	7	Constructed by native speaker linguist	Her house is burning down around her.		her house is burning down around her	her house is burning down around her	Her house is burning down around her.
English	8	Constructed by native speaker linguist	Kindling burns well but it doesn't last long.		kindling burns well but it does not last long	kindling burns well but it does not last long	Kindling burns well but it doesn't last long.
English	9	Constructed by native speaker linguist	I burnt the papers in the backyard.		I burnt the papers in the backyard	I burnt the papers in the backyard	I burnt the papers in the backyard.
English	10	Constructed by native speaker linguist	I burnt myself on the hand.		I burnt myself on the hand	I burnt myself on the hand	I burnt myself on the hand.
English	11	Constructed by native speaker linguist	The fire burnt her house down.		the fire burnt her house down	the fire burnt her house down	The fire burnt her house down.
English	12	Constructed by native speaker linguist	She hugged her little sister and kissed her on the head.		she hugged her little sister and kissed her on the head	she hugged her little sister and kissed her on the head	She hugged her little sister and kissed her on the head.
English	13	Constructed by native speaker linguist	They hugged and kissed.		they hugged and kissed	they hugged and kissed	They hugged and kissed.
English	14	Constructed by native speaker linguist	I haven't had a hug in months.		I have not had a hug in months	I have not had a hug in months	I haven't had a hug in months.
English	15	Constructed by native speaker linguist	Cut the onion with a sharp knife.		cut the onion with a sharp knife	cut the onion with a sharp knife	Cut the onion with a sharp knife.
English	16	Constructed by native speaker linguist	She cut herself on the finger.		she cut herself on the finger	she cut herself on the finger	She cut herself on the finger.
English	17	Constructed by native speaker linguist	He cut his face while shaving.		he cut his face while shaving	he cut his face while shaving	He cut his face while shaving.
English	18	Constructed by native speaker linguist	A shard of glass cut his hand.		a shard of glass cut his hand	a shard of glass cut his hand	A shard of glass cut his hand.
English	19	Constructed by native speaker linguist	A good knife cuts well, offers a good grip, and isn't too heavy to hold.		a good knife cuts well offers a good grip and is not too heavy to hold	a good knife cuts well offers a good grip and is not too heavy to hold	A good knife cuts well, offers a good grip, and isn't too heavy to hold."
English	20	Constructed by native speaker linguist	This material will cut nicely if handled properly.		this material will cut nicely if handled properly	this material will cut nicely if handled properly	This material will cut nicely if handled properly.
English	21	Constructed by native speaker linguist	The fire burnt over 4000 hectares.		the fire burnt over 4000 hectares	the fire burnt over 4000 hectares	The fire burnt over 4000 hectares.
English	22	Constructed by native speaker linguist	The children laughed and laughed.		the children laughed and laughed	the children laughed and laughed	The children laughed and laughed.
English	23	Constructed by native speaker linguist	They laughed at me.		they laughed at me	they laughed at me	They laughed at me.
English	24	Constructed by native speaker linguist	We had a good laugh about it later.		we had a good laugh about it later	we had a good laugh about it later	We had a good laugh about it later.
English	25	Constructed by native speaker linguist	I talked to him about his problem for quite a while.		I talked to him about his problem for quite a while	I talked to him about his problem for quite a while	I talked to him about his problem for quite a while.
English	26	Constructed by native speaker linguist	We had a good long talk about it.		we had a good long talk about it	we had a good long talk about it	We had a good long talk about it.
English	27	Constructed by native speaker linguist	They talked me into doing it.		they talked me into doing it	they talked me into doing it	They talked me into doing it.
English	28	Constructed by native speaker linguist	The boy climbed the tree.		the boy climbed the tree	the boy climbed the tree	The boy climbed the tree.
English	29	Constructed by native speaker linguist	They climbed for hours.		they climbed for hours	they climbed for hours	They climbed for hours.
English	30	Constructed by native speaker linguist	We climbed ten kilometres.		we climbed ten kilometres	we climbed ten kilometres	We climbed ten kilometres.
English	31	Constructed by native speaker linguist	I climbed {up/down/over/in}.		I climbed {up/down/over/in}	I climbed {up/down/over/in}	I climbed up/down/over/in.
English	32	Constructed by native speaker linguist	The men carried the gear to camp.		the men carried the gear to camp	the men carried the gear to camp	The men carried the gear to camp.
English	33	Constructed by native speaker linguist	He carried it on his back.		he carried it on his back	he carried it on his back	He carried it on his back.
English	34	Constructed by native speaker linguist	She carried lip balm with her at all times.		she carried lip balm with her at all times	she carried lip balm with her at all times	She carried lip balm with her at all times.
English	35	Constructed by native speaker linguist	He was carrying a weapon.		he was carrying a weapon	he was carrying a weapon	He was carrying a weapon.
English	36	Constructed by native speaker linguist	The flood waters carried her away.		the flood waters carried her away	the flood waters carried her away	The flood waters carried her away.
English	37	Constructed by native speaker linguist	One B-52 carries 29,700 kilos of bombs.		one B-52 carries 29 700 kilos of bombs	one B-52 carries 29 700 kilos of bombs	One B-52 carries 29,700 kilos of bombs."
English	38	Constructed by native speaker linguist	She put the cup on the table.		she put the cup on the table	she put the cup on the table	She put the cup on the table.
English	39	Constructed by native speaker linguist	He put the phone down (way, back).		he put the phone down (way back)	he put the phone down (way back)	He put the phone down (way, back)."
English	40	Constructed by native speaker linguist	The boy threw the ball through the window.		the boy threw the ball through the window	the boy threw the ball through the window	The boy threw the ball through the window.
English	41	Constructed by native speaker linguist	The boy threw her the ball.		the boy threw her the ball	the boy threw her the ball	The boy threw her the ball.
English	42	Constructed by native speaker linguist	They threw eggs at me.		they threw eggs at me	they threw eggs at me	They threw eggs at me.
English	43	Constructed by native speaker linguist	She threw herself out of a window.		she threw herself out of a window	she threw herself out of a window	She threw herself out of a window.
English	44	Constructed by native speaker linguist	The girl looked good (to me).		the girl looked good (to me)	the girl looked good (to me)	The girl looked good (to me).
English	45	Constructed by native speaker linguist	I had a look at it.		I had a look at it	I had a look at it	I had a look at it.
English	46	Constructed by native speaker linguist	I got a good look at him.		I got a good look at him	I got a good look at him	I got a good look at him.
English	47	Constructed by native speaker linguist	He looks like my brother.		he looks like my brother	he looks like my brother	He looks like my brother.
English	48	Constructed by native speaker linguist	Look! Over there!		look over there	look over there	Look! Over there!
English	49	Constructed by native speaker linguist	He saw the bear by the river bank.		he saw the bear by the river bank	he saw the bear by the river bank	He saw the bear by the river bank.
English	50	Constructed by native speaker linguist	I can't see.		I can not see	I can not see	I can't see.
English	51	Constructed by native speaker linguist	I saw that they were gone.		I saw that they were gone	I saw that they were gone	I saw that they were gone.
English	52	Constructed by native speaker linguist	I saw them go.		I saw them go	I saw them go	I saw them go.
English	53	Constructed by native speaker linguist	I saw them going.		I saw them going	I saw them going	I saw them going.
English	54	Constructed by native speaker linguist	I see what you mean.		I see what you mean	I see what you mean	I see what you mean.
English	55	Constructed by native speaker linguist	I'm seeing him this afternoon.		I am seeing him this afternoon	I am seeing him this afternoon	I'm seeing him this afternoon.
English	56	Constructed by native speaker linguist	I'm seeing a girl from work.		I am seeing a girl from work	I am seeing a girl from work	I'm seeing a girl from work.
English	57	Constructed by native speaker linguist	The mother was shouting at the children.		the mother was shouting at the children	the mother was shouting at the children	The mother was shouting at the children.
English	58	Constructed by native speaker linguist	Don't shout!		do not shout	do not shout	Don't shout!
English	59	Constructed by native speaker linguist	"Get out, I never want to see you again", she shouted.		get out I never want to see you again she shouted	get out I never want to see you again she shouted	"Get out, I never want to see you again", she shouted."
English	60	Constructed by native speaker linguist	He shouted that he was alright.		he shouted that he was alright	he shouted that he was alright	He shouted that he was alright.
English	61	Constructed by native speaker linguist	They shouted the answer.		they shouted the answer	they shouted the answer	They shouted the answer.
English	62	Constructed by native speaker linguist	They shouted their support.		they shouted their support	they shouted their support	They shouted their support.
English	63	Constructed by native speaker linguist	She said something to me.		she said something to me	she said something to me	She said something to me.
English	64	Constructed by native speaker linguist	They said "no" to me.		they said no to me	they said no to me	They said "no" to me."
English	65	Constructed by native speaker linguist	He said, "Sorry, I have to leave early".		he said sorry I have to leave early	he said sorry I have to leave early	He said, "Sorry, I have to leave early"."
English	66	Constructed by native speaker linguist	He said that he had to go.		he said that he had to go	he said that he had to go	He said that he had to go.
English	67	Constructed by native speaker linguist	Don't say that word.		do not say that word	do not say that word	Don't say that word.
English	68	Constructed by native speaker linguist	She said her prayers every night.		she said her prayers every night	she said her prayers every night	She said her prayers every night.
English	69	Constructed by native speaker linguist	Her words said yes, but her face said no.		her words said yes but her face said no	her words said yes but her face said no	Her words said yes, but her face said no."
English	70	Constructed by native speaker linguist	The bear smelled the boy.		the bear smelled the boy	the bear smelled the boy	The bear smelled the boy.
English	71	Constructed by native speaker linguist	The food smelled good (to me).		the food smelled good (to me)	the food smelled good (to me)	The food smelled good (to me).
English	72	Constructed by native speaker linguist	This stuff smells like dead fish.		this stuff smells like dead fish	this stuff smells like dead fish	This stuff smells like dead fish.
English	73	Constructed by native speaker linguist	He died when he was sixteen.		he died when he was sixteen	he died when he was sixteen	He died when he was sixteen.
English	74	Constructed by native speaker linguist	He almost died in the flood waters.		he almost died in the flood waters	he almost died in the flood waters	He almost died in the flood waters.
English	75	Constructed by native speaker linguist	My computer died on me.		my computer died on me	my computer died on me	My computer died on me.
English	76	Constructed by native speaker linguist	I don't know her well.		I do not know her well	I do not know her well	I don't know her well.
English	77	Constructed by native speaker linguist	He knows a lot about gardening.		he knows a lot about gardening	he knows a lot about gardening	He knows a lot about gardening.
English	78	Constructed by native speaker linguist	He knows calculus.		he knows calculus	he knows calculus	He knows calculus.
English	79	Constructed by native speaker linguist	I knew that he was at home.		I knew that he was at home	I knew that he was at home	I knew that he was at home.
English	80	Constructed by native speaker linguist	I didn't know how to do it.		I did not know how to do it	I did not know how to do it	I didn't know how to do it.
English	81	Constructed by native speaker linguist	I was thinking about my mother yesterday.		I was thinking about my mother yesterday	I was thinking about my mother yesterday	I was thinking about my mother yesterday.
English	82	Constructed by native speaker linguist	I think that the library is still open.		I think that the library is still open	I think that the library is still open	I think that the library is still open.
English	83	Constructed by native speaker linguist	I thought, "Gee, that's strange".		I thought gee that is strange	I thought gee that is strange	I thought, "Gee, that's strange"."
English	84	Constructed by native speaker linguist	I had a long think about it.		I had a long think about it	I had a long think about it	I had a long think about it.
English	85	Constructed by native speaker linguist	She thought it over.		she thought it over	she thought it over	She thought it over.
English	86	Constructed by native speaker linguist	I jumped for joy.		I jumped for joy	I jumped for joy	I jumped for joy.
English	87	Constructed by native speaker linguist	The girl jumped over the puddle.		the girl jumped over the puddle	the girl jumped over the puddle	The girl jumped over the puddle.
English	88	Constructed by native speaker linguist	The horse jumped the fence and got away.		the horse jumped the fence and got away	the horse jumped the fence and got away	The horse jumped the fence and got away.
English	89	Constructed by native speaker linguist	We gave the books to the children.		we gave the books to the children	we gave the books to the children	We gave the books to the children.
English	90	Constructed by native speaker linguist	We gave the children the books.		we gave the children the books	we gave the children the books	We gave the children the books.
English	91	Constructed by native speaker linguist	We couldn't afford to give any more.		we could not afford to give any more	we could not afford to give any more	We couldn't afford to give any more.
English	92	Constructed by native speaker linguist	We give regularly to Doctors Without Frontiers.		we give regularly to Doctors Without Frontiers	we give regularly to Doctors Without Frontiers	We give regularly to Doctors Without Frontiers.
English	93	Constructed by native speaker linguist	The girl sent flowers to her grandmother in hospital.		the girl sent flowers to her grandmother in hospital	the girl sent flowers to her grandmother in hospital	The girl sent flowers to her grandmother in hospital.
English	94	Constructed by native speaker linguist	She sent her grandmother flowers.		she sent her grandmother flowers	she sent her grandmother flowers	She sent her grandmother flowers.
English	95	Constructed by native speaker linguist	The girl tore the page from the book.		the girl tore the page from the book	the girl tore the page from the book	The girl tore the page from the book.
English	96	Constructed by native speaker linguist	She tore the poster down (off the wall).		she tore the poster down (off the wall)	she tore the poster down (off the wall)	She tore the poster down (off the wall).
English	97	Constructed by native speaker linguist	She tore the page up into tiny pieces.		she tore the page up into tiny pieces	she tore the page up into tiny pieces	She tore the page up into tiny pieces.
