Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Jaminjung	1	Elicited from speaker	Yulang ganimindiya warrbani.		yulang gani-mindi-ya warrba-ni	flower 3SG.A:3SG.P-eat-PRS flying.fox-ERG	The flying fox eats flowers.
Jaminjung	2	Naturalistic spoken	Ganantha <na> warrgi, jalig wuju-ni.		gan-antha na warrgi jalig wuju-ni	3SG.A:3SG.P-take.PRS now hold.in.front child small-ERG	He's hugging him now, the little child is.
Jaminjung	3	Elicited from speaker	Jalig warrgi ganamaya (gujardingni).		jalig warrgi gana-ma-ya gujarding-ni	child hold.in.front 3SG.A:3SG.P-have-PRS mother-ERG	(The mother) is holding the child in her arms.
Jaminjung	4	Naturalistic spoken	Warrgi ganinyangu, warrgi nganthangu nami, <tu>.		warrgi ganiny-angu warrgi nganth-angu nami tu	hold.in.front 3SG.A:2SG.P-get/handle.PST.PFV hold.in.front 2SG.A:3SG.P-get/handle.PST.PFV 2SG too	She hugged you, and you hugged her, too.
Jaminjung	5	Naturalistic spoken	Jijigurrnibiya mung ganingayim ngiyi jalig.		jijigurr-ni=biya mung gani-ngayi-m ngiyi jalig	rock.rat-ERG=SEQ look.at 3SG.A:3SG.P-see-PRS PROX child	A rock rat is now looking at this child.
Jaminjung	6	Elicited from speaker	Buliki thanthuwurlangining mung gayu.		buliki thanthu-wurla-ngining mung ga-yu	cow DEM-DIR-LOC.ALL look.at 3SG.S-be.PRS	The cow is looking in that direction.
Jaminjung	7	Naturalistic spoken	Wiribni ngarrginani nganthanwarra ganingayim, majani mangurn ganingayim.		wirib-ni ngarrgina-ni nganthan=warra gani-ngayi-m majani mangurn gani-ngayi-m	dog-ERG 1SG:POSS-ERG what=DOUBT 3SG.A:3SG.P-see-PRS maybe white.person 3SG.A:3SG.P-see-PRS	My dog, I don't know what it sees, maybe it sees a white man.
Jaminjung	8	Naturalistic spoken	Ngabuj gananggam ngayiny wiribdi.		ngabuj gan-angga-m ngayiny wirib-di	smell 3SG.A:3SG.P-get/handle-PRS meat dog-ERG	The dog smells the meat.
Jaminjung	9	Naturalistic spoken	Wiribni ngabuj ganunyangu.		wirib-ni ngabuj ganuny-angu	dog-ERG smell 3SG.A:3DU.P-get/handle.PST.PFV	The dog smelled the two.
Jaminjung	10	Naturalistic spoken	Ngabuj gayu guyug.		ngabuj ga-yu guyug	smell 3SG.S-be.PRS fire	The fire smells.
Jaminjung	11	Naturalistic spoken	(Mayini) ganiyangmany mangurn.		mayi-ni gani-yangma-ny mangurn	Aboriginal.man-ERG 3SG.A:3SG.P-fear-PST.PFV white.person	(The Aboriginal) man feared the white man.
Jaminjung	12	Elicited from speaker	Nangari wujunibiyang ganinyjangmany, <yintit>?		Nangari wuju-ni=biyang ganiny-jangma-ny yintit	Nangari small-ERG=SEQ 3SG.A:2SG.P-fear-PST.PFV TAG	The little Nangari was was frightened of you, wasn't she?
Jaminjung	13	Naturalistic spoken	Mugmugnigun <braitenim> ganangu (...).		mugmug-ni=gun braiten-im gan-angu	owl-ERG/INST=CONTR frighten-TR 3SG.A:3SG.P-get/handle.PST.PFV	The owl frightened him (...).
Jaminjung	14	Naturalistic spoken	Majani malara ngunthug gananggam, majani yaniba malara.		majani malara ngunthug gan-angga-m majani yani-ba malara	maybe frog like 3SG.A:3SG.P-get/handle-PRS maybe IRR:3SG.A:3SG.P-bite frog	Maybe they (fish) like frogs (as bait), maybe they will bite frogs.
Jaminjung	15	Naturalistic spoken	Mugurla, jurriya ngunggu yagbali?		mugurla jurriya ngunggu yagbali	FaSi know 2SG.DAT place	Auntie, do you know the place?
Jaminjung	16	Elicited from speaker	Marndaj jurriya ngayu ngunggu.		marndaj jurriya nga-yu ngunggu	all.right know 1SG.S-be.PRS 2SG.DAT	All right, I know you (now).
Jaminjung	17	Elicited from speaker	Langa ngagba gurrag.		langa nga-gba gurrag	ear 1SG.S-be.PST.PFV 2PL.DAT	I was thinking about you all.
Jaminjung	18	Naturalistic spoken	<Grog>gubinji langa gunthuyu.		grog-gu=binji langa gunthu-yu	alcohol-DAT=ONLY ear 2DU.S-be.PRS	You two only think about alcohol.
Jaminjung	19	Naturalistic spoken	Gagawuliwu yirrijgany wurdbaj.		gagawuli-wu yirr-ijga-ny wurdbaj	long.yam-DAT 1PL.EXCL.S-go-PST.PFV search	We searched for long yam.
Jaminjung	20	Naturalistic spoken	Yinju <na> <jayin>gu wurdbaja ngagba.		yinju na jayin-gu wurdbaja nga-gba	PROX now sign-DAT search:CONT 1SG.S-be.PST.PFV	Here I was looking for the (street) sign.
Jaminjung	21	Naturalistic spoken	Ngabulggun barra (jarlig), majani <hot> ganunggum.		ngabulg=gun ba-rra jalig majani hot gan-unggu-m	bathe=CONTR IMP-put child maybe hot 3SG.A:3SG.P-say/do-PRS	Bathe her (the child), maybe she is hot. (child, in river).
Jaminjung	22	Naturalistic spoken	Mali gurrany gulyu nganthanggam ngarrgu.		mali gurrany gulyu nganth-angga-m ngarrgu	thing NEG rinse 2SG.A:3SG.P-get/handle-PRS 1SG.DAT	You don't wash clothes for me.
Jaminjung	23	Elicited from speaker	Jab ngabaji ngurungurung.		jab nga-ba-ji ngurungurung	become.detached 1SG.S-POT:hit-REFL beard	I want to shave (my) beard. (Lit. 'I want to pluck myself with respect to the beard').
Jaminjung	24	Naturalistic spoken	Mindiwardagarram ngiya gurang!		mindi-wardagarra-m ngiya gurang	1DU.INCL.A:3SG.P-follow-PRS PROX old.man	Let's follow this man!
Jaminjung	25	Naturalistic spoken	Nguyungngunthunibiya yugung ganiwardagarrany.		nguyung-ngunthu-ni=biya yugung gani-wardagarra-ny	husband-3SG.POSS.KIN-ERG=SEQ run 3SG.A:3SG.P-follow-PST.PFV	Her husband followed her running. /Her husband ran after her.
Jaminjung	26	Naturalistic spoken	Majani wamam yinyibili gamurr.		majani wamam yinyi-bili gamurr	maybe facing 1DU.INCL.A:2SG.P-POT:get/handle middle	Maybe we two will meet you halfway.
Jaminjung	27	Naturalistic spoken	Ngayugbiyang yirrgbi ngaj nu!		ngayug=biyang yirrgbi nga-j nu	1SG=SEQ tell:CONT 1SG.S-POT:be 3SG.DAT	Me, I will be talking to her!
Jaminjung	28	Naturalistic spoken	Gurrany yanggi yawunkarra yinyag mangarrawu!		gurrany yanggi ya-wun-garra=yinyag mangarra-wu	NEG ask IRR-2DU.A:1.P-put=1DU.EXCL.P plant.food-DAT	Don't ask us two for food, you two!
Jaminjung	29	Naturalistic spoken	Jawijingni ngarrginani yanggi gankarrany "..."		jawijing-ni ngarrgina-ni yanggi gan-garra-ny	MoFa-ERG 1SG:POSS-ERG ask 3SG.A:1SG.P-put-PST.PFV	My grandfather asked me: "..."
Jaminjung	30	Naturalistic spoken	"Mulanggirr mali <hambag> nganthiyu!" ganiyu nu, wiribgumalang.		mulanggirr mali hambag nganthi-yu gani-yu=nu wirib-gu=malang	dangerous thing humbug/bother 2SG.A:3SG.P-say/do.PST.PFV 3SG.A:3SG.P-say/do.PST.PFV=3SG.DAT dog-DAT=GIVEN	"You have disturbed a dangerous thing!" he said to him, to the dog.
Jaminjung	31	Naturalistic spoken	"Nganthurum", warnanggalni ganiyurnu, <dokta>ni.		nganthu-rum warnanggal-ni gani-yu=rnu dokta-ni	2SG.S-come.PRS medicine.man-ERG 3SG.A:3SG.P-say/do.PST.PFV=3SG.DAT doctor-ERG	"You come here", the doctor said to her.
Jaminjung	32	Naturalistic spoken	Ngarrginabina gujang bag ngama, I.		ngarrgina-bina gujang bag nga-ma I.	1SG:POSS-ALL mother break 1SG.A:3SG.P-hit.PST.PFV I.	I called her I. after my mother.
Jaminjung	33	Naturalistic spoken	Gugu gardambiyang wirlarrungburru.		gugu ga-rda-m=biyang wirlarrung-burru	water 3SG.S-fall-PRS=SEQ lightning-PROPR	It is raining now (lit. 'rain falls'), with lightning.
Jaminjung	34	Elicited from speaker	Ngujul ganunggum.		ngujul ganu-nggu-m	cough 3SG.A:3SG.P-say/do-PRS	She coughs.
Jaminjung	35	Elicited from speaker	Ngujulb yanyjiyaj.		ngujul-b ya-nyj-iyaj	cough-DUR IRR-2SG.S-be	You might cough / be coughing.
Jaminjung	36	Elicited from speaker	Namini ngayiny bardbard ngantharram larrinyni.		nami-ni ngayiny bard-bard ngantha-rra-m larriny-ni	2SG-ERG meat RDP-cover 2SG.A:3SG.P-put-PRS paperbark-ERG/INST	You cover the meat with paperbark.
Jaminjung	37	Naturalistic spoken	Ngawurrungarnanybiya thanthu mangarra burrbbung.		ngawurru-ngarna-ny=biya thanthu mangarra burrb=bung	1SG.A:3PL.P-give-PST.PFV=SEQ DEM plant.food finish=RESTR	I gave them the food, all of it.
Jaminjung	38	Elicited from speaker	Janyungbarini waladbarini mangarra ganngarnany.		janyungbari-ni waladbari-ni mangarra gan-ngarna-ny	other-ERG old.man-ERG plant.food 3SG.A:1SG.P-give-PST.PFV	That other old man gave me food.
Jaminjung	39	Naturalistic spoken	Nganthannyunga bawamayan ngayu ngunggu, gurrany malangayij nayurrgu!		nganthan-nyunga bawa-mayan nga-yu=ngunggu gurrany malangayij na-yu=rrgu	what-ORIG shout-ITER 1SG.S-be.PRS=2SG.DAT NEG listen 2SG.S-be.PRS=1SG.DAT	Why am I shouting at you!? You are not listening to me!
Jaminjung	40	Naturalistic spoken	Bawa burru-yu=burrag.		bawa burru-yu=burrag	shout 3PL.A:3SG.P-say/do.PST.PFV=3PL.DAT	They shouted for them.
Jaminjung	41	Naturalistic spoken	Majani mayini ganilinymaya ngiyinju jalbud.		majani mayi-ni gani-linyma-ya ngiyinju jalbud	maybe man-ERG 3SG.A:3SG.P-make-PRS PROX house	Maybe the man is building this house.
Jaminjung	42	Naturalistic spoken	<Galigu> wu:juwuju, jardijjardij yirramanyi .		galigu wu:ju-wuju jardij-jardij yirra-ma-nyi	calico/tent RDP-small RDP-erect 1PL.EXCL.A:3SG.P-hit-PST.IPFV	We used to erect small tents.
Jaminjung	43	Naturalistic spoken	Jardija <na> burragba yirrag <aian> <na>.		jardija na burr-agba yirrag aian na	erect:CONT now 3PL.S-be.PST.PFV 1PL.EXCL.DAT iron now	They were building us iron (houses) then.
Jaminjung	44	Naturalistic spoken	Yalamburrmabiya yinangunyi ngabulg gardbany (...).		yalamburrma=biya yina-ngunyi ngabulg ga-rdba-ny	saltwater.crocodile=SEQ DIST-ABL bathe 3SG.S-fall-PST.PFV	The crocodile got into the water from there.
Jaminjung	45	Naturalistic spoken	Warnda jabbayan gayu yina mangurn, bangawu.		warnda jab-bayan ga-yu yina mangurn ba-ngawu	grass become.detached-ITER 3SG.S-be.PRS DIST white.person IMP-see	That white man is weeding the grass, look.
Jaminjung	46	Elicited from speaker	Wirra jab garam.		wirra jab ga-ram	hair become.detached 3SG.S-come.PRS	Her hair is coming out.
Jaminjung	47	Naturalistic spoken	Miri bag burramanyi gurrubarduni.		miri bag burra-ma-nyi gurrubardu-ni	upper.leg break 3PL.A:3SG.P-hit-PST.IPFV boomerang-ERG/INST	They used to break its legs with a boomerang.
Jaminjung	48	Naturalistic spoken	<Ani> burrumanu ning <jambala>ni, langinyni.		ani burru-ma=nu ning jambala-ni langiny-ni	but 3PL.A:3SG.P-hit.PST.PFV=3SG.DAT break.off some-ERG stick-ERG/INST	But some people killed it for her, with a stick.
Jaminjung	49	Naturalistic spoken	Ningningmayanbiya burrangga langinymij.		ning-ning-mayan=biya burr-angga langiny-mij	RDP-break.off-ITER=SEQ 3PL.S-go.PRS stick-COM	They are killing them with a stick.
Jaminjung	50	Naturalistic spoken	<Power>gina ning gajgany.		Power-gina ning ga-jga-ny	power-BEN break.off 3SG.S-go-PST.PFV	The power ticket (lit. '(thing) for power') ran out / 'died'.
Jaminjung	51	Elicited from speaker	Jaligdi digirrij ganimangu jurlag wagurrani.		jalig-di digirrij gani-mangu jurlag wagurra-ni	child-ERG die 3SG.A:3SG.P-hit.PST.PFV bird stone-ERG/INST	The child killed the bird with a stone.
Jaminjung	52	Naturalistic spoken	Majani yangarra digirrij gajgany.		majani yangarra digirrij ga-jga-ny	maybe kangaroo die 3SG.S-go-PST.PFV	(Many kites are circling there), maybe a kangaroo died.
Jaminjung	53	Naturalistic spoken	Garlagarla gagba ngiyinju jalig.		garlagarla ga-gba ngiyinju jalig	play 3SG.S-be.PST.PFV PROX child	This child was playing.
Jaminjung	54	Naturalistic spoken	Birrg ganjunggana, majani ngarrgina mali, garlagarla-gina.		birrg gan-jungga-na majani ngarrgina mali garlagarla-gina	take.away 3SG.A:1SG.P-rob-PST.IPFV maybe 1SG:POSS thing play-BEN	She used to take them away from me, my things, toys.
Jaminjung	55	Naturalistic spoken	(Marlayini) <chookchook>=biya thanthu bunug ganangu wanang-ngunyi=warra.		marlayi-ni chookchook=biya thanthu bunug gan-angu wanang-ngunyi=warra	woman-ERG chicken=SEQ DEM steal 3SG.A:3SG.P-get/handle.PST.PFV where-ABL=DOUBT	(The woman) stole that chicken, I don't know from where.
Jaminjung	56	Elicited from speaker	Mayi gambaja gayu.		mayi gambaja ga-yu	man laugh 3SG.S-be.PRS	The man is laughing.
Jaminjung	57	Naturalistic spoken	Burrb bun-jungga-ny marlayi-ni, minyga=warra bilij.		burrb bun-jungga-ny marlayi-ni minyga=warra bilij	finish 3PL.A:1SG.P-rob-PST.PFV woman-ERG what.is.it.called=DOUBT ashes	They took all of it from me, the women did, what’s it called, ashes.
Jaminjung	58	Naturalistic spoken	<Ani> thanthu gujugujugumalang dalag burrarranyi=yirrag <beg>.		ani thanthu guju-gujugu=malang dalag burr-arra-nyi=yirrag beg	only/but DEM RDP-big=GIVEN send 3PL.A:3SG.P-put-PST.IPFV=1PL.EXCL.DAT bag	They only sent us those big bags (of salt).
Jaminjung	59	Naturalistic spoken	Mali ngarrgu dalag ganarrany ngarrgu, <teip>nguji, Nangarini.		mali ngarrgu dalag gan-arra-ny=ngarrgu teip=nguji Nangari-ni	thing 1SG.DAT send 3SG.A:3SG.P-put-PST.PFV=1SG.DAT tape=ETC Nangari-ERG	Nangari sent my things for me, tapes and others, Nangari.
