Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Sliammon	1		čʼəɬ.		čʼəɬ	rain	It rains. / It rained.
Sliammon	2		ʔiɬtənstanapi=č.		ʔiɬtən-st-anapi=č	eat-CAU-2PL.OBJ=1SG.INDC.SBJ	I feed you guys.
Sliammon	3		kʼʷətas tə= tutamʼiš.		kʼʷən-t-∅-as tə= tutamʼiš	see-CTR-3.OBJ-3.ERG DET= boy	He looked at the boy.
Sliammon	4		čʼagatas tə= saɬtxʷ.		čʼag-a-t-∅-as tə= saɬtxʷ	help-LV-CTR-3.OBJ-3.ERG DET= woman	He helped the woman.
Sliammon	5		saysayʼmitas tə= tumiš.		CVC-saǰʼ-mi-t-∅-as tə= tumiš	RDPL-fear-RLT-CTR-3.OBJ-3.ERG DET= man	He feared the man. / He was scared of the man.
Sliammon	6	Elicited from speaker	kʼʷitʼᶿim.		kʼʷitʼᶿ-im	jump-MDL	He jumped.
Sliammon	7		kʼʷitʼᶿimit =čxʷ tə= pələməs!		kʼʷitʼᶿ-im-mi-t-∅ =čxʷ tə= pələməs	jump-MDL-RLT-CTR-3.OBJ =2SG.INDC.SBJ DET= plums	Jump for the plums! / You jump for the plums!
Sliammon	8		hu =tᶿəm.		hu =tᶿəm	go =1SG.INDC.SBJ:FUT	I will go.
Sliammon	9	Elicited from speaker	x̣ənatas tə= tiča ʔə= tə= pukʷ.		x̣ənat-t-∅-as tə= tiča ʔə= tə= pukʷ	give-CTR-3.OBJ-3.ERG DET= teacher OBL= DET= book	He gave the book to the teacher.
Sliammon	10		xənatəm.		xənat-t-∅-əm	give-CTR-3.OBJ-PASS	It was given to him.
Sliammon	11		x̣̣əyp =č.		x̣əyp =č	startle =1SG.INDC.SBJ	I got startled.
Sliammon	12		tʼᶿiyitas tə= tutamiš.		tʼᶿiy-i-t-∅-as tə= tutamiš	search-LV-CTR-3.OBJ-3.ERG DET= boy	He looked for the boy.
Sliammon	13		niʔitas tə= ʔiʔagikʼʷs.		niʔ-i-t-∅-as tə= ʔiʔagikʼʷ-s	put.on-LV-CTR-3.OBJ-3.ERG DET= clothes-3.POSS	He put his clothes on.
Sliammon	14	Elicited from speaker	qəpt =čən.		qəp-t-∅ =čən	touch-CTR-3.OBJ =1SG.INDC.SBJ	I touch it.
Sliammon	15	Elicited from speaker	kʷayiš =tᶿəm tə= pəču.		kʷay-iš-∅ =tᶿəm tə= pəču	hide-CTR-3.OBJ =1SG.INDC.SBJ:FUT DET= basket	I will hide the basket.
Sliammon	16		kʷinatas tə= kʼʷawʔis.		kʷinat-t-∅-as tə= kʼʷawʔis	carry-CTR-3.OBJ-3.ERG DET= bucket	She is carrying the bucket.
Sliammon	17	Elicited from speaker	səytʼat =tᶿəm tə= ləstəpuwl.		səytʼ-a-t-∅ =tᶿəm tə= ləstəpuwl	throw-LV-CTR-3.OBJ =1SG.INDC.SBJ:FUT DET= ball	I will throw the ball.
Sliammon	18	Elicited from speaker	tuqʼʷum tə= tumiš.		tuqʼʷ-um tə= tumiš	cough-MDL DET= man	The man coughed / has a cold.
Sliammon	19		qʼaqʼa tə= čuyʼ.		qʼaqʼa tə= čuyʼ	hungry DET= child	The child is hungry.
Sliammon	20	Elicited from speaker	šəmʼ tə=tʼəytʼayš'.		šəmʼ tə=tʼəy-tʼayš'	dry DET=PL-blanket	The blankets dried up.
Sliammon	21		θayʼəm tə=nəxʷiɬ.		θayʼ-əm tə=nəxʷiɬ	sink-MDL DET=canoe	The boat sank.
Sliammon	22	Elicited from speaker	sax̣ʷat'.		sax̣ʷ-a-t-∅	scrape-LV-CTR-3.OBJ	Scrape it.
Sliammon	23		sasax̣ʷusəm =č.		sa-sax̣ʷ-us-əm =č	IMPF-scrape-face-MDL =1SG.INDC.SBJ	I am shaving my face.
Sliammon	24	Elicited from speaker	təx̣ʷnixʷas tə= tutamʼiš.		təx̣ʷ-n<i>xʷ-∅-as tə=tutamʼiš	find.out-NTR<STV>-OBJ-3.ERG DET= boy	He knew the boy.
Sliammon	25		ʔəysxʷasuɬ tə= tumiš.		ʔəy-sxʷ-as-uɬ tə= tumiš	good-CAU-3.ERG-PAST DET= man	He liked the man.
Sliammon	26	Elicited from speaker	səpʼtas tə= ʔuɬqay.		səpʼ-t-∅-as tə= ʔuɬqay	club-CTR-3.OBJ-3.ERG DET= snake	He hit the snake. / He clubbed the snake.
Sliammon	27	Elicited from speaker	hihiw tih sapʼatas tə= ʔuɬqay.		hihiw tih sapʼ-a-t-∅-as tə= ʔuɬqay	very big club[PL]-LV-CTR-3.OBJ-3.ERG DET= snake	He beat the snake.
Sliammon	28		yəpʼtas tə= lamaya.		yəpʼ-t-∅-as tə= lamaya	break-CTR-3.OBJ-3.ERG DET= bottle	He broke the bottle.
