Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Icelandic	1	Constructed by native speaker linguist	Konan þakti vegginn með málningu.		kona-n þakti vegg-inn með málningu	woman-the.nom covered wall-the.acc with paint.dat	The woman covered the wall with paint.
Icelandic	2	Constructed by native speaker linguist	Konan þekur málningunni á vegginn.		kona-n þekur málningu-nni á vegg-inn	woman-the.nom covers paint-the.dat on wall-the.acc	The woman smears the paint on the wall.
Icelandic	3	Constructed by native speaker linguist	Konan breiddi teppið yfir drenginn.		kona-n breiddi teppi-ð yfir dreng-inn	woman-the.nom covered carpet-the.acc over boy-the.acc	The woman pulled the carpet over the boy. / The woman covered the boy with the carpet.
Icelandic	4	Constructed by native speaker linguist	Drengurinn borðaði ávöxtinn.		drengur-inn borðaði ávöxt-inn	boy-the.nom ate fruit-the.acc	The boy ate the fruit.
Icelandic	5	Constructed by native speaker linguist	Móðirin faðmaði drenginn.		móðir-in faðmaði dreng-inn	mother-the.nom hugged boy-the.acc	The mother hugged the boy.
Icelandic	6	Constructed by native speaker linguist	Strákurinn horfði á stelpuna.		strákur-inn horfði á stelpu-na	boy-the.nom watched on girl-the.acc	The boy watched the girl.
Icelandic	7	Constructed by native speaker linguist	Drengurinn leit á stúlkuna.		drengur-inn leit á stúlku-na	boy-the.nom looked at girl-the.acc	The boy looked at the girl.
Icelandic	8	Constructed by native speaker linguist	Strákurinn sá björninn.		strákur-inn sá björn-inn	boy-the.nom saw bear-the.acc	The boy saw the bear.
Icelandic	9	Constructed by native speaker linguist	Björninn fann lyktina af stráknum.		björn-inn fann lykt-ina af strák-num	bear-the.nom found smell-the.acc of boy-the.dat	The bear smelled the boy.
Icelandic	10	Constructed by native speaker linguist	Maðurinn var hræddur við björninn.		maður-inn var hræddur við björn-inn	man-the.nom was scared.masc with bear-the.acc	The man was frightened of the bear.
Icelandic	11	Constructed by native speaker linguist	Björninn hræddi manninn.		björn-inn hræddi mann-inn	bear-the.nom frightened man-the.acc	The bear frightened the man.
Icelandic	12	Constructed by native speaker linguist	Stráknum líkaði nýja leikfangið sitt.		strák-num líkaði nýja leikfang-ið sitt	boy-the.dat liked.3sg new.nom toy-the.nom his.nom	The boy liked his new toy.
Icelandic	13	Constructed by native speaker linguist	Stráknum líkaði við nýja leikfangið sitt.		strák-num líkaði við nýja leikfang-ið sitt	boy-the.dat liked with new.acc toy-the.acc his.acc	The boy liked his new toy.
Icelandic	14	Constructed by native speaker linguist	Stelpan þekkti strákinn.		stelpa-n þekkti strák-inn	girl-the.nom knew boy-the.acc	The girl knew the boy.
Icelandic	15	Constructed by native speaker linguist	Mennirnir leituðu að konunum.		mennir-nir leituðu að konum-num	men-the.nom searched for women.pl-the.dat	The men searched for the women.
Icelandic	16	Constructed by native speaker linguist	Stelpan hugsaði um ömmu sína.		stelpa-n hugsaði um ömmu sína	girl-the.nom thought about grandmother.acc her.acc	The girl thought about her grandmother.
Icelandic	17	Constructed by native speaker linguist	Mamman þvoði stráknum.		mamma-n þvoði strák-num	mother-the.nom washed boy-the.dat	The mother washed the boy.
Icelandic	18	Constructed by native speaker linguist	Mamma þvoði strákinn.		mamma-n þvoði strák-inn	mother-the.nom washed boy-the.acc	The mother washed the boy.
Icelandic	19	Constructed by native speaker linguist	Mamman klæddi dóttur sína í.		mamma-n klæddi dóttur sína í	mother-the.nom dressed daughter.acc her.acc in	The mother dressed her daughter.
