Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Zenzontepec Chatino	1	Naturalistic spoken	Tzǫʔ sateʔyu nkāsāáʔ sateʔyu.	tzo&7 sate7 yu nkasa_a!7 sate7 yu	tzǫʔ s-ateʔ=yu nkā-s-āáʔ s-ateʔ=yu	back POSS-clothes=3SG.M CPL.CAUS-TRN-tear(.3) POSS-clothes=3SG.M	The back of his clothes, he tore his clothes."
Zenzontepec Chatino	2	Offered by speaker	Na nkwítząá ntēsāáʔ jnā chajaá.	na nkwi_tza!& -V! nte-sa_a!7 ji7i_& na chaja -V!	na nkwítzą=V́ ntē-s-āáʔ jiʔį̄ na chaja=V́	ART child=DEM PRG.CAUS-TRN-tear(.3) RN ART tortilla=DEM	The child is tearing the tortilla.
Zenzontepec Chatino	3	Offered by speaker	Tsaą jā ta ntētāáʔ tī na nchuluwa jā ta nkūláā tínī.	zaa -a& ja_ ta nte-t-a_a!7 ti_ na nchuluwa ja_ ta nku-la!a_ ti!ni_	tz-aa=ą jā ta ntē-t-āáʔ tī na nchuluwa jā ta nkū-láā tī niī	POT-go.NBASE=1PL.INCL CONJ already PRG-ITRN-tear EMPH ART soursop CONJ already CPL-get.loose(.3) EMPH now	We are going to go because the soursops are cracking because they already came loose.
Zenzontepec Chatino	4	Elicited from speaker	Ná yakoǭʔ suweeʔ lāká.	na! y-aku-a!&7 suwe -V7 la_ka!	ná y-aku=ą̄ʔ suwe=Vʔ lāká	NEG CPL-eat=1SG egg=DEM yesterday	I did not eat eggs yesterday.
Zenzontepec Chatino	5	Offered by speaker	Jwāá nkātāná yu yaku yu pastíyā.	jwaa -V! nk-a_=ta_na! -yu y-aku -yu pasti!ya_	jwaā=V́ n-kā-tāná=yu y-aku=yu pastíyā	Juan=DEM CPL-be-poisoned=3SG.M CPL-eat=3SG.M pill	Juan got poisoned because he ate pills.
Zenzontepec Chatino	6	Offered by speaker	Nu chu Jwaā léē kenaʔa nkwītítzūʔ yaku yu nkutúkwā tuʔwa yu.	nu chu jwaa_ le!e_ kena7a& nkwi-ti!tz_u7 y-aku -yu nku-tu!kwa_ tu7wa -yu	nu chu jwaā léē kenaʔa nkwītítzūʔ y-aku=yu nku-túkwā tuʔwa=yu	NOM NOM.HUM Juan very many pineapple CPL-eat=3SG.M CPL-chafe mouth=3SG.M	Juan ate too much pineapple and his mouth got raw (chafed).
Zenzontepec Chatino	7	Elicited from speaker	Ntaku na jį̄.	nt-aku -na ji7i_&. nte-7ne=lya_la! ji7i_& ti_ke! -na	nt-aku=na jiʔį̄	HAB-eat=1PL.INCL RN(.3)	We eat it.
Zenzontepec Chatino	8	Offered by speaker	Kii niī cháku na chajaá jā kenaʔa tī na chajaá ntōnēʔé.	kii nii_ ch-a!ku na chaja -V! ja_ kena7a ti_ na chaja -V! n-to_=ne_7e!	kii niī ch-áku na chaja=V́ jā kenaʔa tī na chaja=V́ n-tō-nēʔé	tomorrow now POT.ITRN-eat ART tortilla=DEM CONJ many EMPH ART tortilla=DEM STAT-TRN.be.inside-gather(.3)	Tomorrow those tortillas will be eaten, because there are many of those tortillas piled up."
Zenzontepec Chatino	9	Offered by speaker	Jwāá ná nkasatą jnā kwichīí jā cháku nūwá.	jwa_ -V! na! nka-s-ata& ji7i_& na kwichi_ -V! ja_ ch-a!ku nu_wa!	jwaā=V́ ná nka-s-atą jiʔį̄ na kwichī=V́ jā ch-áku nu wá	Juan=DEM NEG CPL.CAUS-TRN-peel(.3) RN ART rabbit=DEM CONJ POT.ITRN-eat NOM DEM	Juan did not skin the rabbit for it to be eaten.
Zenzontepec Chatino	10	Elicited from speaker	Nkyáku na chajlyāaʔ.		nk-y-áku na cha-jlyā=Vʔ	CPL-ITRN-eat ART tortilla-Castille=DEM	The bread got eaten.
