Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Hokkaido Japanese	1	EAT	tabe-ru	Anticausative with /rasar/	Never	
Hokkaido Japanese	1	EAT	tabe-ru	Causative	Regularly	4-nom 1-dat 2-acc V'cause
Hokkaido Japanese	1	EAT	tabe-ru	DO passive	Regularly	2-nom 1-dat/niyotte V'pass
Hokkaido Japanese	1	EAT	tabe-ru	IO passive	Never	
Hokkaido Japanese	1	EAT	tabe-ru	Lexical argument decreasing alternation	Never	
Hokkaido Japanese	1	EAT	tabe-ru	Lexical argument increasing alternation	Never	
Hokkaido Japanese	1	EAT	tabe-ru	Potential (ability)	Regularly	1-nom 2-acc V'pot
Hokkaido Japanese	1	EAT	tabe-ru	potential (property)	Regularly	2-nom V'pot
Hokkaido Japanese	2	HUG	dakituk-u	Anticausative with /rasar/	Never	
Hokkaido Japanese	2	HUG	dakituk-u	Causative	Regularly	4-nom 1-acc 2-dat V'caus
Hokkaido Japanese	2	HUG	dakituk-u	DO passive	Regularly	
Hokkaido Japanese	2	HUG	dakituk-u	IO passive	Regularly	2-nom 1-dat/niyotte V'pass
Hokkaido Japanese	2	HUG	dakituk-u	Lexical argument decreasing alternation	Never	
Hokkaido Japanese	2	HUG	dakituk-u	Lexical argument increasing alternation	Never	
Hokkaido Japanese	2	HUG	dakituk-u	Potential (ability)	Regularly	1-nom 2-dat V'pot
Hokkaido Japanese	2	HUG	dakituk-u	potential (property)	Regularly	2-nom V'pot
Hokkaido Japanese	3	LOOK AT	mi-ru	Anticausative with /rasar/	Never	
Hokkaido Japanese	3	LOOK AT	mi-ru	Causative	Regularly	4-nom 1-dat 2-acc V'cause
Hokkaido Japanese	3	LOOK AT	mi-ru	DO passive	Regularly	2-nom 1-dat/niyotte V'pass
Hokkaido Japanese	3	LOOK AT	mi-ru	IO passive	Never	
Hokkaido Japanese	3	LOOK AT	mi-ru	Lexical argument decreasing alternation	Regularly	
Hokkaido Japanese	3	LOOK AT	mi-ru	Lexical argument increasing alternation	Never	
Hokkaido Japanese	3	LOOK AT	mi-ru	Potential (ability)	Regularly	1-nom 2-acc V'pot
Hokkaido Japanese	3	LOOK AT	mi-ru	potential (property)	Regularly	2-nom V'pot
Hokkaido Japanese	4	SEE	mi-ru	Anticausative with /rasar/	Never	
Hokkaido Japanese	4	SEE	mi-ru	Causative	Regularly	4-nom 1-dat 2-acc V'cause
Hokkaido Japanese	4	SEE	mi-ru	DO passive	Regularly	2-nom 1-dat/niyotte V'pass
Hokkaido Japanese	4	SEE	mi-ru	IO passive	Never	
Hokkaido Japanese	4	SEE	mi-ru	Lexical argument decreasing alternation	Regularly	
Hokkaido Japanese	4	SEE	mi-ru	Lexical argument increasing alternation	Never	
Hokkaido Japanese	4	SEE	mi-ru	Potential (ability)	Regularly	1-nom 2-acc V'pot
Hokkaido Japanese	4	SEE	mi-ru	potential (property)	Regularly	2-nom V'pot
Hokkaido Japanese	5	SMELL	kag-u	Anticausative with /rasar/	Never	
Hokkaido Japanese	5	SMELL	kag-u	Causative	Regularly	4-nom 1-dat 2-acc V'cause
Hokkaido Japanese	5	SMELL	kag-u	DO passive	Marginally	
Hokkaido Japanese	5	SMELL	kag-u	IO passive	Never	
Hokkaido Japanese	5	SMELL	kag-u	Lexical argument decreasing alternation	Never	
Hokkaido Japanese	5	SMELL	kag-u	Lexical argument increasing alternation	Never	
Hokkaido Japanese	5	SMELL	kag-u	Potential (ability)	Regularly	1-nom 2-acc V'pot
