Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Bora	1	Elicited from speaker	Wajpi tsɨ́ɨ́méneke wátajcó cobííjavu.		wajpi tsɨ́ɨ́méne-ke wátajcó cobííjya-vu	man child-ACC cover blanket-ALL	The man covered the child with the blanket.
Bora	2	Elicited from speaker	Wajpi wáhpetsó vááso nújpácyotu.		wajpi wáhpe-tsó vááso nújpácyo-tu	man full-CAUS glass water-ABL	The man filled the glass with water.
Bora	3	Elicited from speaker	Wajpi picyóó ájɨ mɨ́ɨ́népañévu.		wajpi picyóó ájɨ mɨ́ɨ́né pañé-vu	man put palm_leaves canoe inside-ALL	The man loaded the hay on the canoe (lit. The man put palm leaves into the canoe).
Bora	4	Elicited from speaker	Wajpi chiácó ɨ́ɨ́juke úméhetu.		wajpi chiácó ɨ́ɨ́ju-ke úméhe-tu	man tie horse-ACC tree-ABL	The man tied the horse to the tree.
Bora	5	Elicited from speaker	Wajpi cáhpiñú nújpacyo váásó pañévu.		wajpi cáhpiñú nújpacyo váásó pañé-vu	man pour water glass inside-ALL	The man poured the water into the glass .
Bora	6	Elicited from speaker	Wajpi picyó wajácuháámɨ méétsá hallúvu.		wajpi picyó wajácuháámɨ méétsá hallú-vu	man put book table top-ALL	The man put the book on the table.
Bora	7	Elicited from speaker	Ováhtsa waaó nééwau nújpácyó pañévu.		ováhtsa waaó nééwau nújpácyó pañé-vu	boy throw stone(ACC) water inside-ALL	The boy threw the stone into the window.
Bora	8	Elicited from speaker	Ováhtsa tsiivá wajácuháámɨ uwáábóóbedívu.		ováhtsa tsiivá wajácuháámɨ uwáábóóbe-dí-vu	boy bring book teacher-ANIM-ALL	The boy brought the book to the teacher.
Bora	9	Elicited from speaker	Ováhtsa tsajtyé wajácuháámɨ uwáábóóbedívu.		ováhtsa tsajtyé wajácuháámɨ uwáábóóbe-dí-vu	boy carry book teacher-ANIM-ALL	The boy carried the book to the teacher.
Bora	10	Elicited from speaker	Ováhtsa tsajtyé wajácuháámɨ uwáábójavu.		ováhtsa tsajtyé wajácuháámɨ uwáábója-vu	boy carry book school-ALL	The boy carried the book to school.
Bora	11	Elicited from speaker	Ováhtsa walló wajácuháámɨ uwáábóóbedívu.		ováhtsa walló wajácuháámɨ uwáábóóbe-dí-vu	boy send book teacher-ANIM-ALL	The boy sent the book to the teacher .
Bora	12	Elicited from speaker	Ováhtsa walló wajácuháámɨ uwáábójavu.		ováhtsa walló wajácuháámɨ uwáábó-ja-vu	boy send book teach-house-ALL	The boy sent the book to school.
Bora	13	Elicited from speaker	Ováhtsa ajcú waajácuháámɨvu uwáábóóbeke.		ováhtsa ajcú waajácuháámɨ-vu uwáábóóbe-ke	boy give book-ALL teacher-ACC	The boy gave the book to the teacher.
Bora	14	Elicited from speaker	Ováhtsa ɨ́ɨ́tetsó waajácuháámɨ uwáábóóbeke.		ováhtsa ɨ́ɨ́te-tsó waajácuháámɨ uwáábóóbe-ke	boy see-CAUS book teacher-ACC	The boy showed the book to the teacher.
Bora	15	Elicited from speaker	Ováhtsa ujcú waajácuháámɨ uwáábóóbedítyu .		ováhtsa ujcú waajácuháámɨ uwáábóóbe-dí-tyu	boy take book teacher-ANIM-ABL	The boy took the book from the teacher.
Bora	16	Elicited from speaker	Ováhtsa naní waajácuháámɨ uwáábóóbedítyu .		ováhtsa naní waajácuháámɨ uwáábóóbe-dí-tyu	boy steal book teacher-ANIM-ABL	The boy stole the book from the teacher.
Bora	17	Elicited from speaker	Ováhtsa páátanú waajácuháámɨ uwáábóóbedítyu.		ováhtsa páátanú waajácuháámɨ uwáábóóbe-dí-tyu	boy hide book teacher-ANIM-ABL	The boy hid the book from the teacher.
Bora	18	Elicited from speaker	Ováhtsa kídyahɨ́nú páá nɨɨtsúwáwuri.		ováhtsa kídyahɨ́nú páá nɨɨtsúwáwu-ri	boy cut bread knife-LOC/INST	The boy cut the bread with the knife.
Bora	19	Elicited from speaker	Ováhtsa dómajcó ííñímeke úméhékori.		ováhtsa dómajcó ííñíme-ke úméhéco-ri	boy touch snake-ACC stick-LOC/INST	The boy touched the snake with the stick.
Bora	20	Elicited from speaker	Ováhtsa wádɨ́rɨhjácó ííñímeke (ballóówari).		ováhtsa wádɨ́rɨhjácó ííñíme-ke ballóówa-ri	boy beat.w/stick snake-ACC stick-LOC/INST	The boy hit the snake with the stick .
Bora	21	Elicited from speaker	Ováhtsa wádɨ́rɨhcó ííñímeke (ballóówari).		ováhtsa wádɨ́rɨhcó ííñíme-ke ballóówa-ri	boy beat.w/stick snake-ACC stick-LOC/INST	The boy beat the snake with the stick.
Bora	22	Elicited from speaker	Ováhtsa dsɨ́jɨ́vetsó ííñímeke ballóówari.		ováhtsa dsɨ́jɨ́ve-tsó ííñíme-ke ballóówa-ri	boy die-CAUS snake-ACC stick-LOC/INST	The boy killed the snake with the stick.
Bora	23	Elicited from speaker	Ováhtsa cápújuhjácó veentáána nééwábyari.		ováhtsa cápújuhjácó veentáána nééwábya-ri	boy break.w/pointed_object window stone-LOC/INST	The boy broke the window with the stone.
Bora	24	Elicited from speaker	Wajpi meenú ja ájɨri.		wajpi meenú ja ájɨ-ri	man make house palm-LOC/INST	The man built the house with palm leaves.
Bora	25	Elicited from speaker	Wajpi dilló ováhtsake cuhjúbadi.		wajpi dilló ováhtsa-ke cuhjúba-di	man name boy-ACC fool-ANIM	The man called the boy a fool.
Bora	26	Elicited from speaker	Wajpi néé ováhtsake ''tsáhaá''.		wajpi néé ováhtsa-ke tsáhaá	man say boy-ACC no	The man said to the boy: "no"."
Bora	27	Elicited from speaker	Wajpi (uubállé) uubálle ováhtsake .		wajpi uubállé uubálle ováhtsa-ke	man story tell boy-ACC	The man told a story to the boy.
Bora	28	Elicited from speaker	Ováhtsa táuméí dsɨ́ɨ́dsɨ wajpikye.		ováhtsa táuméí dsɨ́ɨ́dsɨ wajpi-kye	boy ask money(ACC) man-ACC	The boy asked the man for money.
Bora	29	Elicited from speaker	Wajpi ihjyúvá ováhtsama wákyiméiyi.		wajpi ihjyúvá ováhtsa-ma wákyiméi-yi	man talk boy-SOC work-LOC/INST	The man talked to the boy about work.
Bora	30	Elicited from speaker	Wajpi wáájacú ováhtsake.		wajpi wáájacú ováhtsa-ke	man know boy-ACC	The man knew the boy.
Bora	31	Elicited from speaker	Wajpi ɨ́tsaavé ováhtsake.		wajpi ɨ́tsaavé ováhtsa-ke	man remember boy-ACC	The man remembered the boy.
Bora	32	Elicited from speaker	Wajpi ováhtsake ájtyumɨ́.		wajpi ováhtsa-ke ájtyumɨ́	man boy-ACC see	The man saw the boy.
Bora	33	Elicited from speaker	Wajpi ɨɨté ováhtsake.		wajpi ɨɨté ováhtsa-ke	man look boy-ACC	The man looked at the boy.
Bora	34	Elicited from speaker	Wajpi íllívyeebó ováhtsake.		wajpi íllívyeebó ováhtsa-ke	man frighten boy-ACC	The man frightened the boy.
Bora	35	Elicited from speaker	Ováhtsa illí wájpike.		ováhtsa illí wájpi-ke	boy fear man-ACC	The boy feared the man.
Bora	36	Elicited from speaker	Ováhtsa ímillé wájpikye.		ováhtsa ímillé wájpi-kye	boy like man-ACC	The boy liked the man.
Bora	37	Elicited from speaker	Wajpi nehcó ováhtsake.		wajpi nehcó ováhtsa-ke	man search boy-ACC	The man searched for the boy.
Bora	38	Elicited from speaker	Wajpi llííñájá.		wajpi llííñájá	man hunt	The man hunted.
Bora	39	Elicited from speaker	Wajpi táábavá wálleke.		wajpi táába-vá wálle-ke	man wife-VBLZ.have woman-ACC	The man married the girl.
Bora	40	Elicited from speaker	Wajpi ajtyúmɨ́ bádsɨ́jcájake.		wajpi ajtyúmɨ́ bádsɨ́jcája-ke	man meet girl-ACC	The man met (lit. saw) the girl.
Bora	41	Elicited from speaker	Wajpi úraavyé bádsɨ́jcájake.		wajpi úraavyé bádsɨ́jcája-ke	man follow girl-ACC	The man followed the girl.
Bora	42	Elicited from speaker	Wajpi pɨ́aabó bádsɨ́jcájake.		wajpi pɨ́aabó bádsɨ́jcája-ke	man help girl-ACC	The man helped the girl.
Bora	43	Elicited from speaker	Wajpi majchó páá.		wajpi majchó páá	man eat bread(ACC)	The man ate the bread.
Bora	44	Elicited from speaker	Wajpi uácó tsɨ́ɨ́méneke.		wajpi uácó tsɨ́ɨ́méne-ke	man dress child-ACC	The man dressed the child.
Bora	45	Elicited from speaker	Wajpi nijtyú tsɨ́ɨ́méneke.		wajpi nijtyú tsɨ́ɨ́méne-ke	man wash child-ACC	The man washed the child.
Bora	46	Elicited from speaker	Wajpi nijtyámeí.		wajpi nijtyá-meí	man wash-REFL	The man washed himself.
Bora	47	Elicited from speaker	Wajpi éjéhtsó.		wajpi éjéhtsó	man cough	The man coughed.
Bora	48	Elicited from speaker	Wajpi nériivyé téhbau.		wajpi nériivyé téhbau	man climb hill	The man climbed (up) the hill.
Bora	49	Elicited from speaker	Wajpi ácuuvé (baavu).		wajpi ácuuvé baa-vu	man sit below-ALL	The man sat down (on the floor).
Bora	50	Elicited from speaker	Wajpi ácuúcunú (baari).		wajpi ácuúcunú baa-ri	man sit below-LOC/INST	The man sat (on the floor).
Bora	51	Elicited from speaker	Tsɨɨméne dsɨɨné (baari).		tsɨɨméne dsɨɨné baa-ri	child run below-LOC/INST	The child ran (on the floor).
Bora	52	Elicited from speaker	Tsɨɨméne cátsíñiivyé (baari).		tsɨɨméne cátsíñiivyé baa-ri	child jump below-LOC/INST	The child jumped (on the floor).
Bora	53	Elicited from speaker	Ováhtsa tsáá cóomivu.		ováhtsa tsáá cóómi-vu	boy come village-ALL	The boy came (to the village).
Bora	54	Elicited from speaker	Ováhtsa tsáá cóomitu.		ováhtsa tsáá cóomi-tu	boy come village-ABL	The boy went (from the village).
Bora	55	Elicited from speaker	Ováhtsa ícyahíjcá cóomiri.		ováhtsa ícya-híjcyá cóomi-ri	boy be-REP village-LOC/INST	The boy lived (in the village).
Bora	56	Elicited from speaker	Ováhtsa májtsivá.		ováhtsa májtsi-vá	boy song-VBLZ.have	The boy sang (a song).
