Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
German	1	EAT	essen	Ambitransitive Alternation (A>S)	Never	
German	1	EAT	essen	Anticausative Alternation	Never	
German	1	EAT	essen	be- Alternation (I)	Never	
German	1	EAT	essen	be- Alternation (II)	Never	
German	1	EAT	essen	Benefactive Alternation	Never	
German	1	EAT	essen	Cognate Object Insertion	Never	
German	1	EAT	essen	er- Alternation	Never	
German	1	EAT	essen	Impersonal Passive	Marginally	
German	1	EAT	essen	Instrument Subject Alternation	Never	
German	1	EAT	essen	Object Omission Alternation	Regularly	1-nom V'.subj[1]
German	1	EAT	essen	Passive with sein		
German	1	EAT	essen	Passive with werden	Regularly	2-nom passV'.subj[2] (von+1-dat)
German	1	EAT	essen	Prepositional Alternation	Never	
German	1	EAT	essen	ver- Alternation	Never	
German	2	HUG	umarmen	Ambitransitive Alternation (A>S)	Never	
German	2	HUG	umarmen	Anticausative Alternation	Never	
German	2	HUG	umarmen	be- Alternation (I)	Never	
German	2	HUG	umarmen	be- Alternation (II)	Never	
German	2	HUG	umarmen	Benefactive Alternation	Never	
German	2	HUG	umarmen	Cognate Object Insertion	Never	
German	2	HUG	umarmen	er- Alternation	Never	
German	2	HUG	umarmen	Impersonal Passive	Never	
German	2	HUG	umarmen	Instrument Subject Alternation	Never	
German	2	HUG	umarmen	Object Omission Alternation	Never	
German	2	HUG	umarmen	Passive with sein		
German	2	HUG	umarmen	Passive with werden	Regularly	2-nom passV'.subj[2] (von+1-dat)
German	2	HUG	umarmen	Prepositional Alternation	Never	
German	2	HUG	umarmen	ver- Alternation	Never	
German	3	LOOK AT	anschauen	Ambitransitive Alternation (A>S)	Never	
German	3	LOOK AT	anschauen	Anticausative Alternation	Never	
German	3	LOOK AT	anschauen	be- Alternation (I)	Never	
German	3	LOOK AT	anschauen	be- Alternation (II)	Never	
German	3	LOOK AT	anschauen	Benefactive Alternation	Never	
German	3	LOOK AT	anschauen	Cognate Object Insertion	Never	
German	3	LOOK AT	anschauen	er- Alternation	Never	
German	3	LOOK AT	anschauen	Impersonal Passive	Never	
German	3	LOOK AT	anschauen	Instrument Subject Alternation	Never	
German	3	LOOK AT	anschauen	Object Omission Alternation	Never	
German	3	LOOK AT	anschauen	Passive with sein		
German	3	LOOK AT	anschauen	Passive with werden	Regularly	2-nom passV'.subj[2] (von+1-dat)
German	3	LOOK AT	anschauen	Prepositional Alternation	Never	
German	3	LOOK AT	anschauen	ver- Alternation	Never	
German	4	SEE	sehen	Ambitransitive Alternation (A>S)	Never	
German	4	SEE	sehen	Anticausative Alternation	Never	
German	4	SEE	sehen	be- Alternation (I)	Never	
German	4	SEE	sehen	be- Alternation (II)	Never	
German	4	SEE	sehen	Benefactive Alternation	Never	
German	4	SEE	sehen	Cognate Object Insertion	Never	
German	4	SEE	sehen	er- Alternation	Never	
German	4	SEE	sehen	Impersonal Passive	Never	
German	4	SEE	sehen	Instrument Subject Alternation	Never	
German	4	SEE	sehen	Object Omission Alternation	Marginally	
German	4	SEE	sehen	Passive with sein		
German	4	SEE	sehen	Passive with werden	Regularly	2-nom passV'.subj[2] (von+1-dat)
German	4	SEE	sehen	Prepositional Alternation	Never	
German	4	SEE	sehen	ver- Alternation	Never	
German	5	SMELL	riechen	Ambitransitive Alternation (A>S)	Regularly	2-nom V'.subj[2]
German	5	SMELL	riechen	Anticausative Alternation	Never	
German	5	SMELL	riechen	be- Alternation (I)	Never	
German	5	SMELL	riechen	be- Alternation (II)	Never	
German	5	SMELL	riechen	Benefactive Alternation	Never	
German	5	SMELL	riechen	Cognate Object Insertion	Never	
German	5	SMELL	riechen	er- Alternation	Never	
German	5	SMELL	riechen	Impersonal Passive	Never	
German	5	SMELL	riechen	Instrument Subject Alternation	Never	
German	5	SMELL	riechen	Object Omission Alternation	Never	
German	5	SMELL	riechen	Passive with sein	Never	
German	5	SMELL	riechen	Passive with werden	Regularly	2-nom passV'.subj[2] (von+1-dat)
German	5	SMELL	riechen	Prepositional Alternation	Never	
German	5	SMELL	riechen	ver- Alternation	Never	
German	6	FEAR	Angst haben	Ambitransitive Alternation (A>S)	Never	
German	6	FEAR	Angst haben	Anticausative Alternation	Never	
German	6	FEAR	Angst haben	be- Alternation (I)	Never	
German	6	FEAR	Angst haben	be- Alternation (II)	Never	
German	6	FEAR	Angst haben	Benefactive Alternation	Never	
German	6	FEAR	Angst haben	Cognate Object Insertion	Never	
German	6	FEAR	Angst haben	er- Alternation	Never	
German	6	FEAR	Angst haben	Impersonal Passive	Marginally	
German	6	FEAR	Angst haben	Instrument Subject Alternation	Never	
German	6	FEAR	Angst haben	Object Omission Alternation	Regularly	1-nom V'.subj[1]
German	6	FEAR	Angst haben	Passive with sein		
German	6	FEAR	Angst haben	Passive with werden	Never	
German	6	FEAR	Angst haben	Prepositional Alternation	Never	
German	6	FEAR	Angst haben	ver- Alternation	Never	
German	6	FEAR	fürchten	Ambitransitive Alternation (A>S)	Never	
German	6	FEAR	fürchten	Anticausative Alternation	Never	
German	6	FEAR	fürchten	be- Alternation (I)	Never	
German	6	FEAR	fürchten	be- Alternation (II)	Never	
German	6	FEAR	fürchten	Benefactive Alternation	Never	
German	6	FEAR	fürchten	Cognate Object Insertion	Never	
German	6	FEAR	fürchten	er- Alternation	Never	
German	6	FEAR	fürchten	Impersonal Passive	Never	
German	6	FEAR	fürchten	Instrument Subject Alternation	Never	
German	6	FEAR	fürchten	Object Omission Alternation	Never	
German	6	FEAR	fürchten	Passive with sein		
German	6	FEAR	fürchten	Passive with werden	Regularly	2-nom passV'.subj[2] (von+1-dat)
German	6	FEAR	fürchten	Prepositional Alternation	Never	
German	6	FEAR	fürchten	ver- Alternation	Never	
German	7	FRIGHTEN	erschrecken	Ambitransitive Alternation (A>S)	Never	
German	7	FRIGHTEN	erschrecken	Anticausative Alternation	Never	
German	7	FRIGHTEN	erschrecken	be- Alternation (I)	Never	
German	7	FRIGHTEN	erschrecken	be- Alternation (II)	Never	
German	7	FRIGHTEN	erschrecken	Benefactive Alternation	Never	
German	7	FRIGHTEN	erschrecken	Cognate Object Insertion	Never	
