Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Central Alaskan Yupik	1	Naturalistic spoken	Aatama neqa neraa.		aata-ma neqa ner-aa	father-REL.SG fish.ABS.SG eat-IND.3SG.3SG	My father ate the fish.
Central Alaskan Yupik	2		Uini qep'agaa.		ui-ni qe-p'ag-aa	husband-ABS.3SG.3RSG hug-INTNS-IND.3SG.3SG	She gave her husband an enthusiastic hug.
Central Alaskan Yupik	3		Angutem tangvagaa tan’gurraq.		angute-m tang-vag-aa tan’gurraq	man-REL.SG look.at-AUG-IND.3SG.3SG boy.ABS.SG	The man looked at (watched) the boy.
Central Alaskan Yupik	4		Angutem tangrraa tan’gurraq.		angute-m tangrr-aa tan’gurraq	man-REL.SG see-IND.3SG.3SG boy.ABS.SG	The man saw the boy.
Central Alaskan Yupik	5		Arnam naraa neqa.		arna-m nar-aa neqa	woman-REL.SG smell-IND.3SG.3SG fish.ABS.SG	The woman smells the fish.
Central Alaskan Yupik	6		Tan’gurraam alikaa angun.		tan’gurra-a-m alik-aa angun	boy-EV-REL.SG fear-IND.3SG.3SG. man.ABS.SG	The boy feared / is afraid of the man.
Central Alaskan Yupik	7		Angutem alingevkar-aa tan’gurraq.		angute-m alinge-vkar-aa tan’gurraq	man-REL.SG afraid-CAUS-IND.3SG.3SG boy.ABS.SG	The man frightened the boy / is making the boy afraid.
Central Alaskan Yupik	8		Tan’gurraam assikaa angun.		tan’gurra-a-m assik-aa angun	boy-EV-REL.SG like-IND.3SG.3SG man.ABS.SG	The boy liked the man.
Central Alaskan Yupik	9		Angutem nallunritaa tan’gurraq.		angute-m nallu-nrit-aa tan’gurraq	man-REL.SG ignorant-NEG-IND.3SG.3SG boy.ABS.SG	The man knew the boy.
Central Alaskan Yupik	10		Arnam umyuaqaa uillni.		arna-m umyuaq-aa ui-ll-ni	woman-REL.SG think.about-IND.3SG.3SG husband-former-ABS.3RSG.SG	The woman thinks about her former husband.
Central Alaskan Yupik	11		Angutem neqa neraa.		angute-m neqa ner-aa	man-REL.SG fish.ABS.SG eat-IND.3SG.3SG	The man ate the fish.
Central Alaskan Yupik	12		Angutem yuaraa tan’gurraq.		angute-m yuar-aa tan’gurraq	man-REL.SG search-IND.3SG.3SG boy.ABS.SG	The man is looking for/misses the boy.
Central Alaskan Yupik	13		Nasaurluum eruraa mikelnguq.		nasaurlu-u-m erur-aa mikelnguq	girl-EV-REL.SG wash-IND.3SG.3SG child.ABS.SG	The girl washed the child.
Central Alaskan Yupik	14		Angun ungairtuq.		angun ungair-tuq	man.ABS.SG shave-IND.3SG	The man shaved (himself).
Central Alaskan Yupik	15		Nasaurluum ac’etaa mikelnguq atkuanek.		nasaurlu-u-m ac’-et-aa mikelnguq atku-anek	girl-EV-REL.SG put.on-CAUS-IND.3SG.3SG child.ABS.SG parka-ABM.3SG.SG	The girl put on the child (with parka).
Central Alaskan Yupik	16		Ikayuranka tan'gurraat.		ikayur-anka tan'gura-a-t	help-IND.1SG.3PL boy-EV-ABS.PL	I helped the boys.
Central Alaskan Yupik	17		Angutem maligtaa nasaurluq.		angute-m maligt-aa nasaurluq	man-REL.SG follow-IND.3SG.3SG girl.ABS.SG	The man followed (is following /going with) the girl.
Central Alaskan Yupik	18		Angutem pairtaa nasaurluq.		angute-m pairt-aa nasaurluq	man-REL.SG meet-IND.3SG.3SG girl.ABS.SG	The man met (went to meet) the girl.
Central Alaskan Yupik	19		Angutem qanrutaa tan’gurraq neviarcamek.		angute-m qanr-ut-aa tan’gurraq neviarca-mek	man-REL.SG speak-APPL-IND.3SG.3SG boy.ABS.SG girl-ABM.SG	The man talked to the boy about the girl.
Central Alaskan Yupik	20		Tan’gurraam kaigavikaa angun akinek.		tan’gurra-a-m kaiga-vik-aa angun aki-nek	boy-EV-REL.SG ask.for-place-IND.3SG.3SG man.ABS.SG money-ABM.SG	The boy asked the man for money.
Central Alaskan Yupik	21		Angutem qayagpagaa nasaurluq.		angute-m qayag-pag-aa nasaurluq	man-REL.SG shout-ITS-IND.3SG.3SG. girl.ABS.SG	The man shouted/yelled to the girl.
Central Alaskan Yupik	22		Angutem qanemcitaa nasaurluq qaillun ayuqucillminek.		angute-m qanemci-t-aa nasaurluq qaillun ayuq-uci-ll-minek	man-REL.SG tell-APPL-IND.3SG.3SG girl.ABS.SG how resemble-NMLZ-PST-ABM.3RSG.SG	The man is telling the girl about how he was.
Central Alaskan Yupik	23		Angutem qanrutenritaa camek.		angute-m qanr-ute-nrit-aa ca-mek	man-REL.SG speak-APPL-NEG-IND.3SG.3SG some-ABM.SG	The man said nothing to the girl.
Central Alaskan Yupik	24		Aciraa tanqik ernermek.		ac-ir-aa tanqik erner-mek	name-supply-IND.3SG.3SG light.ABM.SG day-ABM.SG	He named the light as 'day'.
Central Alaskan Yupik	25		Angutet eneliat murak.		angute-t ene-li-at murak	man-REL.PL house-make-IND.3PL.3SG wood.ABM.SG	The men made a house out of the wood; the men made the wood into a house.
Central Alaskan Yupik	26		Tan’gurraam navgaa egaleq teggalqukun.		tan’gurra-a-m navg-aa egaleq teggalqu-kun	boy-EV-REL.SG break-IND.3SG.3SG window.ABS.PL stone-PERL.SG	The boy broke the window with the stone.
Central Alaskan Yupik	27		Tan’gurraam ciissirpak tuqutaa muragkun.		tan’gurra-a-m ciissirpak tuqut-aa murag-kun	boy-EV-REL.SG insect_big.ABS.SG kill-IND.3SG.3SG stone-PERL.SG	The boy killed the snake with the stick.
Central Alaskan Yupik	28		Tan’gurraam ciissirpak kaugaa muragkun.		tan’gurra-a-m ciissirpak kaug-aa murag-kun	boy-EV-REL.SG insect_big.ABS.SG beat-IND.3SG.3SG wood-PERL.SG	The boy beat the snake with the stick.
Central Alaskan Yupik	29		Tan’gurraam ciissirpak kaugturaa muragkun.		tan’gurra-a-m ciissir-pak kaug-tur-aa murag-kun	boy-EV-REL.SG insect-big.ABS.SG hit-CONT-IND.3SG.3SG wood-PERL.SG	The boy is hitting it (continuously) with the wood.
Central Alaskan Yupik	30		Tan’gurraam ciissirpak agturaa murag-kun.		tan’gurra-a-m ciissir-pak agtur-aa murag-kun	boy-EV-REL.SG insect-big.ABS.SG touch-IND.3SG.3SG wood-PERL.SG	The boy touched the snake with the stick.
Central Alaskan Yupik	31		Tan’gurraam ingqia kelipaq uluakun.		tan’gurra-a-m ingqi-a kelipaq ulua-kun	boy-EV-REL.SG cut-IND.3SG.3SG bread.ABS.SG knife-PERL.SG	The boy cut the bread with the knife.
Central Alaskan Yupik	32		Nasaurluum teglegai kalikat elitnauristemek.		nasaurlu-u-m tegleg-ai kalika-t elitnauriste-mek	girl-EV-REL.SG steal-IND.3SG.3PL paper-ABS.PL teacher-ABM.SG	The girl stole the book from the teacher. nasaurlu-u-m tegleg-ai kalika-t elitnauriste-mek tegleg-ut-anga casss’amek kass’amek stole for me.
Central Alaskan Yupik	33		Nasaurluum allgaa ili-it kalika-nek.		nasaurlu-u-m allg-aa ili-it kalika-nek	girl-EV-REL.SG tear-IND.3SG.3SG part-ABS.3PL.SG paper-ABM.PL	The girl tore a page from the book.
Central Alaskan Yupik	34		Nepcitaaq kiitaa.		nepcitaaq kii-t-aa talli-minek	sticky.ABS.SG peel-IND3SG-3SG arm-ABM.3RSG.SG	He took off the bandage (lit. any sticky thing) from his arm.
Central Alaskan Yupik	35		Nasaurluum iirai kalikani elitnauristemek.		nasaurlu-u-m iir-ai kalika-ni elitnauriste-mek	girl-EV-REL.SG hide-IND.3SG.3PL paper-ABS.3RSG.PL teacher-ABM.SG	The girl hid the book from the teacher.
Central Alaskan Yupik	36		Nasaurluum nasvagai kalikani elitnauristemun.		nasaurlu-u-m nasvag-ai kalika-ni elitnauriste-mun	girl-EV-REL.SG show-IND.3SG.3PL paper-ABS.3RSG.pl teacher-ALL.SG	The girl showed her book to the teacher.
Central Alaskan Yupik	37		Nasaurluum tunai neqet kass'at.		nasaurlu-u-m tun-ai neqe-t kass'a-mun	girl-EV-REL.SG give-IND.3SG.3PL fish-ABS.PL white.man-ALL.SG	The girl sold (gave) the fish to the white man.
Central Alaskan Yupik	38		Nasaurluum tuyuraa elitnauristeni kalikanek.		nasaurlu-u-m tuyur-aa elitnauriste-ni kalika-nek	girl-EV-REL.SG send-IND.3SG.3SG teacher-ABS.3RSG.PL paper-ABL.PL	The girl sent a book/books to her teacher.
Central Alaskan Yupik	39		Nasaurluum ang’aqai kalikani elitnauristemun.		nasaurlu-u-m ang’aq-ai kalika-ni elitnauriste-mun	girl-EV-REL.SG carry-IND.3SG.3PL paper-ABS.3RSG.PL teacher-ALL.SG	The girl carried the book to the teacher.
Central Alaskan Yupik	40		Tan’gurraam milqeraa egaleq teggalqumek.		tan’gurra-a-m milqer-aa egaleq teggalqu-mek	boy-EV-REL.SG throw-IND.3SG.3SG window.ABS.SG stone-ABM.SG	The boy threw the stone into the window.
Central Alaskan Yupik	41		Angutem qimugta petugaa naparyamun.		angute-m qimugta petug-aa naparya-mun	man-REL.SG dog.ABS.SG tie-IND.3SG.3SG tree-ALL.SG	The man tied the dog to the post.
