Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Even	1	EAT	d’eb-	Adversative Passive	Regularly	2-nom 1-dat advV'.subj[2]
Even	1	EAT	d’eb-	Comitative alternation	Never	
Even	1	EAT	d’eb-	Direct Reciprocal	Regularly	1&2-nom recV'.subj[1&2]
Even	1	EAT	d’eb-	Indirect Reciprocal	Never	
Even	1	EAT	d’eb-	Mediopassive	Regularly	2-nom medV'.subj[2]
Even	1	EAT	d’eb-	Object deletion	Regularly	1-nom V'.subj[1]
Even	1	EAT	d’eb-	Reflexive deleting alternation	Never	
Even	1	EAT	d’eb-	Resultative	Never	
Even	2	HUG	kemni-	Adversative Passive	Marginally	
Even	2	HUG	kemni-	Comitative alternation	Never	
Even	2	HUG	kemni-	Direct Reciprocal	Regularly	1&2-nom recV'.subj[1&2]
Even	2	HUG	kemni-	Indirect Reciprocal	Never	
Even	2	HUG	kemni-	Mediopassive	Marginally	
Even	2	HUG	kemni-	Object deletion	Never	
Even	2	HUG	kemni-	Reflexive deleting alternation	Never	
Even	2	HUG	kemni-	Resultative	Marginally	
Even	3	LOOK AT	it- (1)	Adversative Passive	Marginally	
Even	3	LOOK AT	it- (1)	Comitative alternation	Never	
Even	3	LOOK AT	it- (1)	Direct Reciprocal	Regularly	
Even	3	LOOK AT	it- (1)	Indirect Reciprocal	Never	
Even	3	LOOK AT	it- (1)	Mediopassive	Never	
Even	3	LOOK AT	it- (1)	Object deletion	Never	
Even	3	LOOK AT	it- (1)	Reflexive deleting alternation	Never	
Even	3	LOOK AT	it- (1)	Resultative	Never	
Even	4	SEE	it- (2)	Adversative Passive	Marginally	
Even	4	SEE	it- (2)	Comitative alternation	Never	
Even	4	SEE	it- (2)	Direct Reciprocal	Regularly	1&2-nom recV'.subj[1&2]
Even	4	SEE	it- (2)	Indirect Reciprocal	Never	
Even	4	SEE	it- (2)	Mediopassive	Regularly	2-nom medV'.subj[2]
Even	4	SEE	it- (2)	Object deletion	Never	
Even	4	SEE	it- (2)	Reflexive deleting alternation	Never	
Even	4	SEE	it- (2)	Resultative	Never	
Even	5	SMELL	ŋosu-t-	Adversative Passive	Marginally	
Even	5	SMELL	ŋosu-t-	Comitative alternation	Never	
Even	5	SMELL	ŋosu-t-	Direct Reciprocal	Marginally	
Even	5	SMELL	ŋosu-t-	Indirect Reciprocal	Never	
Even	5	SMELL	ŋosu-t-	Mediopassive	Marginally	
Even	5	SMELL	ŋosu-t-	Object deletion	Never	
Even	5	SMELL	ŋosu-t-	Reflexive deleting alternation	Never	
Even	5	SMELL	ŋosu-t-	Resultative	Never	
Even	6	FEAR	ŋel-	Adversative Passive	Marginally	
Even	6	FEAR	ŋel-	Comitative alternation	Never	
Even	6	FEAR	ŋel-	Direct Reciprocal	Regularly	1&2-nom recV'.subj[1&2]
Even	6	FEAR	ŋel-	Indirect Reciprocal	Never	
Even	6	FEAR	ŋel-	Mediopassive	Never	
Even	6	FEAR	ŋel-	Object deletion	Never	
Even	6	FEAR	ŋel-	Reflexive deleting alternation	Never	
Even	6	FEAR	ŋel-	Resultative	Never	
Even	7	FRIGHTEN	ŋelu-ken	Adversative Passive	Regularly	2-nom 1-dat advV'.subj[2]
Even	7	FRIGHTEN	ŋelu-ken	Comitative alternation	Never	
Even	7	FRIGHTEN	ŋelu-ken	Direct Reciprocal	Regularly	1&2-nom recV'.subj[1&2]
Even	7	FRIGHTEN	ŋelu-ken	Indirect Reciprocal	Never	
Even	7	FRIGHTEN	ŋelu-ken	Mediopassive	Regularly	2-nom medV'.subj[2]
Even	7	FRIGHTEN	ŋelu-ken	Object deletion	Never	
